,Player,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
1034,Bryan Gil,8.4,0,11,2,18.2,1.31,0.24,0.00,0.00,16.3,0,0,0,1.4,1.4,0.13,-1.4,-1.4
1035,Oscar Gil,18.8,0,6,1,16.7,0.32,0.05,0.00,0.00,24.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1037,Billy Gilmour,20.6,0,18,3,16.7,0.87,0.15,0.00,0.00,23.3,2,0,0,0.9,0.9,0.05,-0.9,-0.9
1038,Daniel Ginczek,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,16.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1
1040,Matthias Ginter,26.2,1,31,14,45.2,1.18,0.54,0.03,0.07,13.9,1,0,0,2.0,2.0,0.07,-1.0,-1.0
1041,Nicholas Gioacchini,5.5,0,11,2,18.2,1.99,0.36,0.00,0.00,11.0,0,0,0,1.4,1.4,0.13,-1.4,-1.4
1044,Andrei Girotto,35.0,6,45,10,22.2,1.29,0.29,0.13,0.60,16.1,3,0,0,2.9,2.9,0.06,+3.1,+3.1
1045,Olivier Giroud,21.0,11,61,22,36.1,2.90,1.05,0.15,0.41,11.9,2,2,2,9.8,8.3,0.14,+1.2,+0.7
1046,Serge Gnabry,24.3,14,68,26,38.2,2.80,1.07,0.21,0.54,16.3,0,0,0,8.5,8.5,0.13,+5.5,+5.5
1047,Ben Godfrey,22.5,0,18,6,33.3,0.80,0.27,0.00,0.00,17.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4
1049,Edoardo Goldaniga,10.4,0,5,1,20.0,0.48,0.10,0.00,0.00,15.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
1051,Aleksandr Golovin,16.7,3,23,7,30.4,1.38,0.42,0.13,0.43,19.8,1,0,0,2.7,2.7,0.12,+0.3,+0.3
1052,Andre Gomes,6.9,0,14,4,28.6,2.04,0.58,0.00,0.00,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
1053,Angel Gomes,10.6,1,14,2,14.3,1.32,0.19,0.07,0.50,19.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1
1055,Dani Gomez,11.8,4,31,14,45.2,2.62,1.19,0.13,0.29,15.1,0,0,0,4.7,4.7,0.15,-0.7,-0.7
1057,Maxi Gomez,21.7,5,43,13,30.2,1.98,0.60,0.12,0.38,18.1,6,0,0,4.8,4.8,0.11,+0.2,+0.2
1058,Moi Gomez,14.3,2,13,5,38.5,0.91,0.35,0.15,0.40,13.8,0,0,0,2.6,2.6,0.20,-0.6,-0.6
1059,Papu Gomez,19.8,5,34,12,35.3,1.72,0.61,0.15,0.42,22.3,0,0,0,2.0,2.0,0.06,+3.0,+3.0
1060,Sergi Gomez,30.2,1,8,3,37.5,0.26,0.10,0.13,0.33,13.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6
1063,Maxime Gonalons,17.2,0,11,2,18.2,0.64,0.12,0.00,0.00,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1064,Vagner Goncalves,1.0,0,1,1,100.0,1.05,1.05,0.00,0.00,7.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2
1066,Cedric Gondo,7.8,1,19,8,42.1,2.45,1.03,0.05,0.13,15.8,0,0,0,1.7,1.7,0.09,-0.7,-0.7
1068,Diego Gonzalez,19.9,0,4,1,25.0,0.20,0.05,0.00,0.00,12.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1069,Edgar Gonzalez,16.3,1,5,1,20.0,0.31,0.06,0.20,1.00,8.6,0,0,0,1.1,1.1,0.22,-0.1,-0.1
1070,Giovanni Gonzalez,4.1,1,3,1,33.3,0.74,0.25,0.33,1.00,13.4,0,0,0,0.3,0.3,0.12,+0.7,+0.7
1071,Nicolas Gonzalez,26.2,7,69,19,27.5,2.63,0.73,0.06,0.21,16.3,0,3,3,10.1,7.7,0.11,-3.1,-3.7
1072,Nicolas Gonzalez,12.4,2,17,3,17.6,1.37,0.24,0.12,0.67,21.4,0,0,0,1.4,1.4,0.08,+0.6,+0.6
1073,Peter Gonzalez,0.3,0,2,1,50.0,6.67,3.33,0.00,0.00,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1076,Anthony Gordon,25.4,4,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5,0,0,3.5,3.5,0.08,+0.5,+0.5
1077,Kaide Gordon,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,19.7,0,0,0,0.4,0.4,0.45,-0.4,-0.4
1078,Leon Goretzka,15.5,3,45,12,26.7,2.90,0.77,0.07,0.25,17.7,0,0,0,4.1,4.1,0.09,-1.1,-1.1
1081,Robin Gosens,5.1,1,15,4,26.7,2.93,0.78,0.07,0.25,13.2,0,0,0,1.7,1.7,0.11,-0.7,-0.7
1082,Robin Gosens,1.9,0,4,1,25.0,2.13,0.53,0.00,0.00,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1083,Dan Gosling,1.8,1,2,1,50.0,1.08,0.54,0.50,1.00,16.6,0,0,0,0.2,0.2,0.11,+0.8,+0.8
1084,Amine Gouiri,30.6,10,71,33,46.5,2.32,1.08,0.10,0.21,18.2,2,3,5,11.8,7.9,0.11,-1.8,-0.9
1085,Lucas Gourna-Douath,20.0,1,12,2,16.7,0.60,0.10,0.08,0.50,17.2,0,0,0,1.3,1.3,0.11,-0.3,-0.3
1086,Jeffrey Gouweleeuw,28.6,2,11,4,36.4,0.38,0.14,0.09,0.25,19.9,1,1,1,2.0,1.2,0.11,0.0,-0.2
1089,Alberto Grassi,24.2,0,24,2,8.3,0.99,0.08,0.00,0.00,19.8,0,0,0,1.1,1.1,0.05,-1.1,-1.1
1092,Andrew Gravillon,23.7,0,16,4,25.0,0.67,0.17,0.00,0.00,20.5,2,0,0,0.8,0.8,0.05,-0.8,-0.8
1093,Demarai Gray,26.0,5,65,17,26.2,2.50,0.65,0.08,0.29,20.5,4,0,0,4.0,4.0,0.06,+1.0,+1.0
1094,Adrian Grbic,5.8,1,12,7,58.3,2.08,1.22,0.08,0.14,19.0,4,0,0,1.7,1.7,0.14,-0.7,-0.7
1096,Jack Grealish,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0,0,0,5.3,5.3,0.12,-2.3,-2.3
1098,Julian Green,11.7,0,19,5,26.3,1.62,0.43,0.00,0.00,25.6,2,0,0,0.6,0.6,0.03,-0.6,-0.6
1099,Mason Greenwood,14.1,5,48,18,37.5,3.40,1.27,0.10,0.28,19.1,0,0,0,4.3,4.3,0.09,+0.7,+0.7
1101,Michael Gregoritsch,15.5,9,41,17,41.5,2.65,1.10,0.20,0.47,16.5,4,1,1,5.1,4.4,0.11,+3.9,+3.6
1103,Clement Grenier,0.7,1,1,1,100.0,1.50,1.50,1.00,1.00,4.4,0,0,0,0.6,0.6,0.61,+0.4,+0.4
1104,Sebastian Griesbeck,27.1,1,7,2,28.6,0.26,0.07,0.14,0.50,12.0,0,0,0,0.6,0.6,0.09,+0.4,+0.4
1107,Antoine Griezmann,18.8,3,43,14,32.6,2.28,0.74,0.07,0.21,16.3,3,0,0,5.1,5.1,0.12,-2.1,-2.1
1108,Vincenzo Grifo,30.8,9,62,18,29.0,2.01,0.58,0.06,0.22,22.7,18,5,6,8.7,4.0,0.06,+0.3,0.0
1110,Florian Grillitsch,16.6,0,8,2,25.0,0.48,0.12,0.00,0.00,26.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1111,Pascal Gross,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1,2.9,2.1,0.09,-0.9,-0.1
1114,Andres Guardado,15.5,0,15,3,20.0,0.97,0.19,0.00,0.00,24.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9
1115,Sergi Guardiola,19.0,8,50,16,32.0,2.63,0.84,0.14,0.44,14.5,0,1,1,7.1,6.3,0.13,+0.9,+0.7
1116,Nemanja Gudelj,11.6,0,4,1,25.0,0.34,0.09,0.00,0.00,25.2,1,0,0,0.1,0.1,0.03,-0.1,-0.1
1118,Gabriel Gudmundsson,14.9,1,19,6,31.6,1.27,0.40,0.05,0.17,17.0,0,0,0,2.2,2.2,0.12,-1.2,-1.2
1120,Goncalo Guedes,29.0,11,67,24,35.8,2.31,0.83,0.15,0.42,21.9,3,1,2,6.4,4.7,0.07,+4.6,+5.3
1121,Marc Guehi,35.8,2,19,5,26.3,0.53,0.14,0.11,0.40,11.1,0,0,0,2.5,2.5,0.13,-0.5,-0.5
1122,Matteo Guendouzi,35.0,4,50,18,36.0,1.43,0.51,0.08,0.22,18.1,0,0,0,3.5,3.5,0.07,+0.5,+0.5
1124,Raphael Guerreiro,19.9,4,32,10,31.3,1.60,0.50,0.09,0.30,25.4,8,1,1,2.9,2.1,0.06,+1.1,+0.9
1125,Evann Guessand,4.9,1,12,5,41.7,2.47,1.03,0.08,0.20,10.3,0,0,0,1.8,1.8,0.15,-0.8,-0.8
1127,Lamine Gueye,6.2,0,14,7,50.0,2.27,1.14,0.00,0.00,17.5,1,0,0,1.4,1.4,0.10,-1.4,-1.4
1128,Pape Gueye,17.0,0,30,4,13.3,1.77,0.24,0.00,0.00,22.8,0,0,0,1.7,1.7,0.06,-1.7,-1.7
1129,John Guidetti,3.1,0,10,2,20.0,3.23,0.65,0.00,0.00,15.6,1,0,0,1.0,1.0,0.10,-1.0,-1.0
1130,Josuha Guilavogui,14.8,1,9,3,33.3,0.61,0.20,0.11,0.33,18.5,0,0,0,1.5,1.5,0.16,-0.5,-0.5
1131,Josuha Guilavogui,10.5,0,8,2,25.0,0.76,0.19,0.00,0.00,17.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
1132,Frederic Guilbert,28.0,0,24,5,20.8,0.86,0.18,0.00,0.00,24.5,3,0,0,0.9,0.9,0.04,-0.9,-0.9
1133,Bruno Guimaraes,11.5,5,23,12,52.2,2.00,1.04,0.22,0.42,18.0,0,0,0,3.1,3.1,0.16,+1.9,+1.9
1134,Bruno Guimaraes,18.2,0,11,2,18.2,0.61,0.11,0.00,0.00,24.2,1,0,0,1.0,1.0,0.09,-1.0,-1.0
1135,Serhou Guirassy,11.3,9,46,17,37.0,4.07,1.51,0.20,0.53,13.1,0,0,0,8.1,8.1,0.18,+0.9,+0.9
1138,Gerard Gumbau,21.0,0,21,3,14.3,1.00,0.14,0.00,0.00,29.1,3,0,0,0.7,0.7,0.04,-0.7,-0.7
1140,Ilkay Gundogan,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,14.5,2,0,0,9.0,9.0,0.16,-1.0,-1.0
1142,Christian Gunter,34.0,2,24,6,25.0,0.71,0.18,0.08,0.33,25.2,1,0,0,0.8,0.8,0.03,+1.2,+1.2
1144,Koray Gunter,26.8,0,6,2,33.3,0.22,0.07,0.00,0.00,14.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1146,Jon Guridi,2.3,1,2,1,50.0,0.87,0.44,0.50,1.00,7.1,0,0,0,0.9,0.9,0.45,+0.1,+0.1
1148,Raul Guti,18.1,0,18,5,27.8,1.00,0.28,0.00,0.00,22.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
1151,Albert Gudmundsson,6.7,1,9,1,11.1,1.33,0.15,0.11,1.00,17.6,0,0,0,1.3,1.3,0.14,-0.3,-0.3
1152,Josko Gvardiol,26.8,2,23,7,30.4,0.86,0.26,0.09,0.29,16.3,0,0,0,2.5,2.5,0.11,-0.5,-0.5
1153,Emmanuel Gyasi,33.7,6,38,13,34.2,1.13,0.39,0.16,0.46,15.0,0,0,0,5.6,5.6,0.15,+0.4,+0.4
1154,Norbert Gyomber,28.5,0,9,2,22.2,0.32,0.07,0.00,0.00,13.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1155,Erling Haaland,21.2,22,74,31,41.9,3.49,1.46,0.22,0.52,13.9,0,6,6,17.9,13.2,0.18,+4.1,+2.8
1156,Nicolas Haas,11.1,0,7,2,28.6,0.63,0.18,0.00,0.00,16.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1157,Janik Haberer,9.1,3,14,3,21.4,1.54,0.33,0.21,1.00,18.0,0,0,0,1.1,1.1,0.08,+1.9,+1.9
1158,Alexander Hack,23.0,3,23,5,21.7,1.00,0.22,0.13,0.60,16.4,1,0,0,2.8,2.8,0.12,+0.2,+0.2
1159,Robin Hack,15.2,0,31,6,19.4,2.05,0.40,0.00,0.00,21.5,2,0,0,1.9,1.9,0.06,-1.9,-1.9
1160,Munir El Haddadi,5.3,2,12,7,58.3,2.28,1.33,0.17,0.29,14.0,0,0,0,1.4,1.4,0.13,+0.6,+0.6
1161,Andre Hahn,23.3,5,45,20,44.4,1.93,0.86,0.11,0.25,16.9,0,0,0,2.9,2.9,0.06,+2.1,+2.1
1162,Amadou Haidara,14.7,3,14,5,35.7,0.95,0.34,0.21,0.60,23.4,0,0,0,1.2,1.2,0.09,+1.8,+1.8
1163,Massadio Haidara,12.0,1,5,2,40.0,0.42,0.17,0.20,0.50,15.1,0,0,0,0.7,0.7,0.14,+0.3,+0.3
1164,Oualid El Hajjam,11.9,1,10,3,30.0,0.84,0.25,0.10,0.33,21.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3
1165,Achraf Hakimi,27.5,4,20,10,50.0,0.73,0.36,0.20,0.40,15.9,0,0,0,2.5,2.5,0.13,+1.5,+1.5
1166,Marcel Halstenberg,5.6,1,5,1,20.0,0.89,0.18,0.20,1.00,15.0,1,0,0,0.3,0.3,0.07,+0.7,+0.7
1168,Pierre-Yves Hamel,5.8,0,13,4,30.8,2.24,0.69,0.00,0.00,16.3,0,0,0,1.7,1.7,0.13,-1.7,-1.7
1170,Romain Hamouma,9.8,2,23,7,30.4,2.34,0.71,0.09,0.29,17.8,0,0,0,2.9,2.9,0.13,-0.9,-0.9
1172,Grant Hanley,32.2,1,20,4,20.0,0.62,0.12,0.05,0.25,9.2,0,0,0,2.1,2.1,0.11,-1.1,-1.1
1173,Ridgeciano Haps,22.8,1,11,2,18.2,0.48,0.09,0.09,0.50,22.9,0,0,0,0.5,0.5,0.04,+0.5,+0.5
1174,Genki Haraguchi,19.5,2,29,6,20.7,1.49,0.31,0.07,0.33,20.9,0,0,0,2.1,2.1,0.07,-0.1,-0.1
1175,Amine Harit,12.9,4,15,7,46.7,1.16,0.54,0.27,0.57,16.5,1,0,0,2.5,2.5,0.17,+1.5,+1.5
1176,Varazdat Haroyan,16.0,1,3,2,66.7,0.19,0.13,0.33,0.50,7.8,0,0,0,0.7,0.7,0.24,+0.3,+0.3
1177,Jack Harrison,29.3,8,43,17,39.5,1.47,0.58,0.19,0.47,17.2,0,0,0,4.4,4.4,0.10,+3.6,+3.6
1178,Abdou Harroui,5.0,0,13,2,15.4,2.59,0.40,0.00,0.00,21.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5
1181,Hans Hateboer,15.4,0,17,2,11.8,1.10,0.13,0.00,0.00,12.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4
1182,Kortney Hause,4.4,1,2,2,100.0,0.45,0.45,0.50,0.50,10.5,0,0,0,0.1,0.1,0.06,+0.9,+0.9
1183,Kai Havertz,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,13.0,0,0,0,8.7,8.7,0.16,-0.7,-0.7
1184,Isaac Hayden,11.1,1,5,1,20.0,0.45,0.09,0.20,1.00,14.1,0,0,0,0.4,0.4,0.08,+0.6,+0.6
1185,Eden Hazard,8.0,0,12,7,58.3,1.51,0.88,0.00,0.00,16.0,0,0,0,1.0,1.0,0.08,-1.0,-1.0
1186,Thorgan Hazard,14.9,4,22,6,27.3,1.48,0.40,0.18,0.67,15.8,2,0,0,2.6,2.6,0.12,+1.4,+1.4
1187,Jonas Hector,28.4,0,18,5,27.8,0.63,0.18,0.00,0.00,16.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1
1188,Hwang Hee-chan,20.2,5,27,12,44.4,1.34,0.59,0.19,0.42,15.4,0,0,0,4.4,4.4,0.16,+0.6,+0.6
1190,Silvan Hefti,14.3,0,5,1,20.0,0.35,0.07,0.00,0.00,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1191,Dominique Heintz,5.2,0,1,1,100.0,0.19,0.19,0.00,0.00,5.7,0,0,0,0.2,0.2,0.23,-0.2,-0.2
1193,Jordan Henderson,28.9,2,31,6,19.4,1.07,0.21,0.06,0.33,24.5,1,0,0,1.5,1.5,0.05,+0.5,+0.5
1194,Liam Henderson,22.4,2,42,15,35.7,1.87,0.67,0.05,0.13,21.1,2,0,0,2.5,2.5,0.06,-0.5,-0.5
1196,Jeff Hendrick,0.8,1,1,1,100.0,1.25,1.25,1.00,1.00,28.1,0,0,0,0.1,0.1,0.09,+0.9,+0.9
1198,Benjamin Henrichs,12.7,3,15,6,40.0,1.18,0.47,0.20,0.50,14.5,0,0,0,1.3,1.3,0.09,+1.7,+1.7
1200,Dalbert Henrique,23.1,0,10,1,10.0,0.43,0.04,0.00,0.00,17.3,0,0,0,1.5,1.5,0.15,-1.5,-1.5
1201,Luis Henrique,7.8,0,6,2,33.3,0.77,0.26,0.00,0.00,14.9,0,0,0,0.9,0.9,0.15,-0.9,-0.9
1203,Rico Henry,30.8,3,14,5,35.7,0.45,0.16,0.21,0.60,16.7,0,0,0,1.5,1.5,0.11,+1.5,+1.5
1204,Thomas Henry,23.5,9,51,24,47.1,2.17,1.02,0.18,0.38,13.3,0,0,0,6.8,6.8,0.13,+2.2,+2.2
1205,Christophe Herelle,21.5,0,6,2,33.3,0.28,0.09,0.00,0.00,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1207,Kike Hermoso,1.0,1,2,1,50.0,2.00,1.00,0.50,1.00,10.5,0,0,0,0.2,0.2,0.09,+0.8,+0.8
1208,Mario Hermoso,20.7,2,17,4,23.5,0.82,0.19,0.12,0.50,16.2,0,0,0,2.2,2.2,0.13,-0.2,-0.2
1210,Lucas Hernandez,22.6,0,4,1,25.0,0.18,0.04,0.00,0.00,10.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4
1211,Luis Hernandez,15.2,0,6,1,16.7,0.40,0.07,0.00,0.00,12.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5
1212,Mario Hernandez,4.4,1,3,1,33.3,0.68,0.23,0.33,1.00,15.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8
1213,Theo Hernandez,30.1,5,40,13,32.5,1.33,0.43,0.10,0.31,24.5,8,1,2,3.7,2.8,0.07,+1.3,+1.2
1214,Hernani,7.6,0,10,4,40.0,1.32,0.53,0.00,0.00,21.9,3,0,0,0.6,0.6,0.06,-0.6,-0.6
1215,Ander Herrera,12.1,3,14,3,21.4,1.15,0.25,0.21,1.00,22.3,0,0,0,0.8,0.8,0.06,+2.2,+2.2
1216,Hector Herrera,9.5,0,8,3,37.5,0.84,0.31,0.00,0.00,23.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1218,Yangel Herrera,18.3,1,15,2,13.3,0.82,0.11,0.07,0.50,19.8,0,0,0,1.1,1.1,0.07,-0.1,-0.1
1219,Patrick Herrmann,8.4,0,13,4,30.8,1.55,0.48,0.00,0.00,14.9,1,0,0,1.1,1.1,0.08,-1.1,-1.1
1220,Son Heung-min,33.4,23,86,48,55.8,2.57,1.44,0.27,0.48,15.7,2,0,0,15.9,15.9,0.19,+7.1,+7.1
1222,Daan Heymans,2.8,0,3,1,33.3,1.05,0.35,0.00,0.00,14.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1223,Aaron Hickey,31.3,5,21,13,61.9,0.67,0.41,0.24,0.38,21.3,0,0,0,0.9,0.9,0.04,+4.1,+4.1
1224,Piero Hincapie,19.5,1,9,1,11.1,0.46,0.05,0.11,1.00,15.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4
1225,Martin Hinteregger,24.7,1,16,4,25.0,0.65,0.16,0.06,0.25,19.8,1,0,0,1.2,1.2,0.07,-0.2,-0.2
1228,Nicolas Hofler,28.9,2,33,11,33.3,1.14,0.38,0.06,0.18,15.9,0,0,0,2.1,2.1,0.06,-0.1,-0.1
1229,Jonas Hofmann,23.1,12,54,22,40.7,2.34,0.95,0.22,0.55,16.3,4,0,0,8.1,8.1,0.15,+3.9,+3.9
1230,Rob Holding,9.4,1,4,1,25.0,0.43,0.11,0.25,1.00,8.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6
1231,Lucas Holer,28.7,7,60,26,43.3,2.09,0.91,0.12,0.27,14.1,0,0,0,9.1,9.1,0.16,-2.1,-2.1
1232,Mason Holgate,23.7,2,7,2,28.6,0.30,0.08,0.29,1.00,9.8,0,0,0,1.3,1.3,0.19,+0.7,+0.7
1233,Gerrit Holtmann,20.4,5,46,18,39.1,2.25,0.88,0.11,0.28,21.0,0,0,0,3.7,3.7,0.09,+1.3,+1.3
1234,Martin Hongla,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,21.7,0,0,0,1.5,1.5,0.16,-0.5,-0.5
1235,Franck Honorat,32.2,11,60,30,50.0,1.86,0.93,0.18,0.37,20.5,1,0,0,4.3,4.3,0.07,+6.7,+6.7
1239,Jannes Horn,5.3,0,3,1,33.3,0.56,0.19,0.00,0.00,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1241,Fraser Hornby,3.9,0,6,2,33.3,1.54,0.51,0.00,0.00,12.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
1242,Cedric Hountondji,22.6,1,8,3,37.5,0.35,0.13,0.13,0.33,9.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4
1244,Branimir Hrgota,30.9,9,60,20,33.3,1.94,0.65,0.07,0.20,20.3,6,5,5,9.1,5.1,0.09,-0.1,-1.1
1245,Petko Hristov,13.9,1,2,1,50.0,0.14,0.07,0.50,1.00,12.3,0,0,0,0.2,0.2,0.09,+0.8,+0.8
1246,Ajdin Hrustic,10.7,2,29,8,27.6,2.71,0.75,0.07,0.25,24.6,1,0,0,1.2,1.2,0.04,+0.8,+0.8
1248,Timo Hubers,19.3,1,10,3,30.0,0.52,0.16,0.10,0.33,10.8,0,0,0,1.3,1.3,0.13,-0.3,-0.3
1249,Benjamin Hubner,4.2,1,8,3,37.5,1.92,0.72,0.13,0.33,11.0,0,0,0,1.1,1.1,0.13,-0.1,-0.1
1250,Callum Hudson-Odoi,10.7,1,18,7,38.9,1.68,0.65,0.06,0.14,13.3,0,0,0,2.5,2.5,0.14,-1.5,-1.5
1252,Mats Hummels,19.6,1,12,3,25.0,0.61,0.15,0.08,0.33,9.7,0,0,0,0.9,0.9,0.08,+0.1,+0.1
1253,Elseid Hysaj,22.5,1,4,2,50.0,0.18,0.09,0.25,0.50,23.6,0,0,0,0.8,0.8,0.19,+0.2,+0.2
1254,Suk Hyun-jun,1.7,0,8,2,25.0,4.71,1.18,0.00,0.00,13.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1255,Pierre Hojbjerg,35.5,2,31,10,32.3,0.87,0.28,0.06,0.20,22.2,1,0,0,1.9,1.9,0.06,+0.1,+0.1
1256,Iago,24.2,2,12,5,41.7,0.50,0.21,0.17,0.40,18.4,0,0,0,0.9,0.9,0.08,+1.1,+1.1
1258,Roger Ibanez,32.1,3,20,5,25.0,0.62,0.16,0.15,0.60,8.9,0,0,0,2.0,2.0,0.10,+1.0,+1.0
1259,Vicente Iborra,11.5,0,8,2,25.0,0.70,0.17,0.00,0.00,15.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7
1260,Zlatan Ibrahimovic,11.3,8,50,18,36.0,4.43,1.59,0.16,0.44,15.2,5,0,1,7.2,6.4,0.13,+0.8,+1.6
1261,Mauro Icardi,11.4,4,28,9,32.1,2.45,0.79,0.14,0.44,10.8,0,0,0,5.4,5.4,0.19,-1.4,-1.4
1262,Adam Idah,6.9,1,14,4,28.6,2.02,0.58,0.07,0.25,13.9,0,0,0,2.3,2.3,0.17,-1.3,-1.3
1263,Oussama Idrissi,1.4,0,4,2,50.0,2.83,1.42,0.00,0.00,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1264,Oussama Idrissi,10.0,1,21,8,38.1,2.10,0.80,0.05,0.13,20.1,0,0,0,2.0,2.0,0.09,-1.0,-1.0
1266,Borja Iglesias,17.5,10,35,16,45.7,2.00,0.92,0.20,0.44,16.2,0,3,3,7.7,5.3,0.15,+2.3,+1.7
1269,Igor,24.9,0,7,1,14.3,0.28,0.04,0.00,0.00,12.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
1270,Kelechi Iheanacho,14.0,4,31,12,38.7,2.21,0.85,0.13,0.33,18.0,0,0,0,3.6,3.6,0.12,+0.4,+0.4
1271,Danylo Ihnatenko,7.7,0,12,1,8.3,1.56,0.13,0.00,0.00,28.0,1,0,0,0.3,0.3,0.03,-0.3,-0.3
1272,Jonathan Ikone,7.2,1,16,6,37.5,2.22,0.83,0.06,0.17,17.9,0,0,0,1.7,1.7,0.10,-0.7,-0.7
1274,Jonathan Ikone,11.8,1,22,8,36.4,1.86,0.68,0.05,0.13,18.7,2,0,0,2.1,2.1,0.10,-1.1,-1.1
1275,Ivan Ilic,28.1,1,22,5,22.7,0.78,0.18,0.05,0.20,19.3,2,0,0,2.4,2.4,0.11,-1.4,-1.4
1276,Josip Ilicic,9.3,3,31,7,22.6,3.32,0.75,0.10,0.43,19.1,1,0,1,3.1,2.4,0.08,-0.1,+0.6
1279,Ciro Immobile,30.1,27,109,50,45.9,3.62,1.66,0.18,0.40,15.4,0,7,9,21.5,14.3,0.13,+5.5,+5.7
1280,Burak Ince,1.5,0,4,2,50.0,2.59,1.29,0.00,0.00,18.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5
1281,Danny Ings,21.1,7,48,17,35.4,2.28,0.81,0.13,0.35,13.6,0,1,1,7.1,6.3,0.13,-0.1,-0.3
1282,Marcus Ingvartsen,1.4,0,1,1,100.0,0.74,0.74,0.00,0.00,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1283,Marcus Ingvartsen,7.6,6,24,11,45.8,3.18,1.46,0.21,0.45,18.3,2,1,1,3.3,2.5,0.10,+2.7,+2.5
1284,Bonke Innocent,9.7,0,3,1,33.3,0.31,0.10,0.00,0.00,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1285,Lorenzo Insigne,25.4,11,81,24,29.6,3.18,0.94,0.02,0.08,22.8,12,9,13,15.3,4.9,0.06,-4.3,-2.9
1288,Alexander Isak,23.8,6,71,33,46.5,2.99,1.39,0.06,0.12,15.7,3,2,2,9.8,8.2,0.12,-3.8,-4.2
1289,Isco,3.7,1,9,3,33.3,2.45,0.82,0.11,0.33,16.5,0,0,0,0.7,0.7,0.08,+0.3,+0.3
1291,Ardian Ismajli,14.1,0,5,1,20.0,0.35,0.07,0.00,0.00,14.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1292,Hiroki Ito,26.1,1,11,2,18.2,0.42,0.08,0.09,0.50,22.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5
1293,Cedric Itten,7.1,2,15,9,60.0,2.13,1.28,0.13,0.22,15.1,0,0,0,2.6,2.6,0.17,-0.6,-0.6
1294,Gian-Luca Itter,16.2,0,5,1,20.0,0.31,0.06,0.00,0.00,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1295,Alex Iwobi,22.6,2,24,6,25.0,1.06,0.27,0.08,0.33,16.4,0,0,0,2.3,2.3,0.10,-0.3,-0.3
