Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Jack Stacey,2153,GBR,DF,Bournemouth,Premier League,26.0,1996.0,6.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,2153,GBR,DF,Bournemouth,Premier League,26.0,1996.0,1.5,0.0,1.0,0.0,0.0,0.67,0.0,0.0,,16.0,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1
Anton Stach,2154,DEU,MF,Mainz 05,Bundesliga,23.0,1998.0,12.0,11.0,928.0,10.3,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.1,0.29,0.39,0.1,0.39,1.2,1.2,1.5,2.8,0.12,0.15,0.27,0.12,0.27,2154,DEU,MF,Mainz 05,Bundesliga,23.0,1998.0,10.3,1.0,18.0,7.0,38.9,1.75,0.68,0.06,0.14,22.3,2.0,0.0,0.0,1.2,1.2,0.07,-0.2,-0.2
Kostas Stafylidis,2155,GRC,"MF,DF",Bochum,Bundesliga,28.0,1993.0,7.0,3.0,300.0,3.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,2155,GRC,"MF,DF",Bochum,Bundesliga,28.0,1993.0,3.3,0.0,4.0,0.0,0.0,1.2,0.0,0.0,,27.6,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Jens Stage,2156,DNK,MF,Werder Bremen,Bundesliga,26.0,1996.0,13.0,6.0,543.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.4,0.4,0.3,0.7,0.07,0.06,0.12,0.07,0.12,2156,DNK,MF,Werder Bremen,Bundesliga,26.0,1996.0,6.0,0.0,4.0,1.0,25.0,0.66,0.17,0.0,0.0,11.4,0.0,0.0,0.0,0.4,0.4,0.1,-0.4,-0.4
Josip Stanišić,2158,HRV,DF,Bayern Munich,Bundesliga,22.0,2000.0,5.0,0.0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158,HRV,DF,Bayern Munich,Bundesliga,22.0,2000.0,1.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Junior Stanislas,2159,GBR,MF,Bournemouth,Premier League,32.0,1989.0,4.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.05,0.19,0.25,0.05,0.25,2159,GBR,MF,Bournemouth,Premier League,32.0,1989.0,0.7,0.0,1.0,0.0,0.0,1.48,0.0,0.0,,24.5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Jay Stansfield,2160,GBR,FW,Fulham,Premier League,19.0,2002.0,3.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.26,0.09,0.35,0.26,0.35,2160,GBR,FW,Fulham,Premier League,19.0,2002.0,1.0,0.0,2.0,0.0,0.0,2.07,0.0,0.0,,13.9,0.0,0.0,0.0,0.3,0.3,0.13,-0.3,-0.3
Niklas Stark,2161,DEU,DF,Werder Bremen,Bundesliga,27.0,1995.0,9.0,5.0,554.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.04,0.05,0.01,0.05,2161,DEU,DF,Werder Bremen,Bundesliga,27.0,1995.0,6.2,0.0,2.0,1.0,50.0,0.32,0.16,0.0,0.0,13.3,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Calvin Stengs,2162,NLD,FW,Nice,Ligue 1,23.0,1998.0,4.0,3.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.12,0.05,0.17,0.12,0.17,2162,NLD,FW,Nice,Ligue 1,23.0,1998.0,2.4,0.0,3.0,1.0,33.3,1.27,0.42,0.0,0.0,20.1,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3
Pascal Stenzel,2163,DEU,"DF,MF",Stuttgart,Bundesliga,26.0,1996.0,9.0,2.0,228.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.39,0.0,0.0,0.2,0.2,0.02,0.07,0.09,0.02,0.09,2163,DEU,"DF,MF",Stuttgart,Bundesliga,26.0,1996.0,2.5,0.0,2.0,0.0,0.0,0.79,0.0,0.0,,17.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Jack Stephens,2164,GBR,DF,Southampton,Premier League,28.0,1994.0,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164,GBR,DF,Southampton,Premier League,28.0,1994.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Raheem Sterling,2166,GBR,"FW,MF",Chelsea,Premier League,27.0,1994.0,12.0,11.0,950.0,10.6,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.28,0.09,0.38,0.28,0.38,3.0,3.0,2.1,5.1,0.28,0.2,0.48,0.28,0.48,2166,GBR,"FW,MF",Chelsea,Premier League,27.0,1994.0,10.6,3.0,18.0,7.0,38.9,1.71,0.66,0.17,0.43,12.7,0.0,0.0,0.0,3.0,3.0,0.17,0.0,0.0
Angelo Stiller,2167,DEU,MF,Hoffenheim,Bundesliga,21.0,2001.0,9.0,0.0,151.0,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,0.0,0.5,0.5,0.0,0.28,0.28,0.0,0.28,2167,DEU,MF,Hoffenheim,Bundesliga,21.0,2001.0,1.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Lars Stindl,2168,DEU,"FW,MF",M'Gladbach,Bundesliga,34.0,1988.0,10.0,7.0,590.0,6.6,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.15,0.46,0.61,0.15,0.61,0.9,0.9,2.7,3.6,0.13,0.41,0.54,0.13,0.54,2168,DEU,"FW,MF",M'Gladbach,Bundesliga,34.0,1988.0,6.6,1.0,13.0,6.0,46.2,1.98,0.92,0.08,0.17,21.7,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1
Kevin Stöger,2169,AUT,MF,Bochum,Bundesliga,29.0,1993.0,13.0,12.0,1122.0,12.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,0.8,0.8,2.6,3.4,0.07,0.21,0.27,0.07,0.27,2169,AUT,MF,Bochum,Bundesliga,29.0,1993.0,12.5,1.0,19.0,2.0,10.5,1.52,0.16,0.05,0.5,25.8,2.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2
Petar Stojanović,2170,SVN,DF,Empoli,Serie A,27.0,1995.0,12.0,11.0,947.0,10.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.5,0.6,0.02,0.04,0.06,0.02,0.06,2170,SVN,DF,Empoli,Serie A,27.0,1995.0,10.5,0.0,5.0,1.0,20.0,0.48,0.1,0.0,0.0,23.9,1.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
John Stones,2171,GBR,DF,Manchester City,Premier League,28.0,1994.0,8.0,7.0,641.0,7.1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,0.28,0.0,0.28,0.2,0.2,1.2,1.5,0.03,0.17,0.21,0.03,0.21,2171,GBR,DF,Manchester City,Premier League,28.0,1994.0,7.1,0.0,2.0,1.0,50.0,0.28,0.14,0.0,0.0,12.8,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2
Jørgen Strand Larsen,2172,NOR,FW,Celta Vigo,La Liga,22.0,2000.0,10.0,9.0,690.0,7.7,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.26,0.26,0.0,0.26,1.9,1.9,1.2,3.1,0.25,0.16,0.4,0.25,0.4,2172,NOR,FW,Celta Vigo,La Liga,22.0,2000.0,7.7,0.0,16.0,3.0,18.8,2.09,0.39,0.0,0.0,13.0,0.0,0.0,0.0,1.9,1.9,0.12,-1.9,-1.9
Gabriel Strefezza,2173,BRA,"FW,MF",Lecce,Serie A,25.0,1997.0,12.0,10.0,819.0,9.1,4.0,0.0,3.0,1.0,1.0,2.0,0.0,0.44,0.0,0.44,0.33,0.33,1.8,1.0,0.6,1.6,0.19,0.07,0.26,0.11,0.17,2173,BRA,"FW,MF",Lecce,Serie A,25.0,1997.0,9.1,4.0,17.0,7.0,41.2,1.87,0.77,0.18,0.43,20.6,0.0,1.0,1.0,1.8,1.0,0.06,2.2,2.0
Dávid Strelec,2174,SVK,FW,Spezia,Serie A,21.0,2001.0,7.0,1.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.28,0.05,0.33,0.28,0.33,2174,SVK,FW,Spezia,Serie A,21.0,2001.0,1.9,0.0,3.0,1.0,33.3,1.6,0.53,0.0,0.0,11.2,0.0,0.0,0.0,0.5,0.5,0.17,-0.5,-0.5
Pascal Struijk,2175,NLD,DF,Leeds United,Premier League,23.0,1999.0,12.0,12.0,1074.0,11.9,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.08,0.17,0.08,0.17,0.9,0.9,2.2,3.1,0.07,0.19,0.26,0.07,0.26,2175,NLD,DF,Leeds United,Premier League,23.0,1999.0,11.9,1.0,9.0,4.0,44.4,0.75,0.34,0.11,0.25,13.5,0.0,0.0,0.0,0.9,0.9,0.09,0.1,0.1
Cristhian Stuani,2176,URY,FW,Girona,La Liga,36.0,1986.0,10.0,3.0,419.0,4.7,4.0,0.0,1.0,3.0,4.0,2.0,0.0,0.86,0.0,0.86,0.21,0.21,4.8,1.7,0.5,2.1,1.03,0.1,1.13,0.36,0.46,2176,URY,FW,Girona,La Liga,36.0,1986.0,4.7,4.0,9.0,4.0,44.4,1.93,0.86,0.11,0.25,15.3,0.0,3.0,4.0,4.8,1.7,0.18,-0.8,-0.7
Damián Suárez,2177,URY,DF,Getafe,La Liga,34.0,1988.0,7.0,7.0,549.0,6.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,0.3,0.3,0.7,1.0,0.05,0.11,0.16,0.05,0.16,2177,URY,DF,Getafe,La Liga,34.0,1988.0,6.1,1.0,2.0,1.0,50.0,0.33,0.16,0.5,1.0,18.8,0.0,0.0,0.0,0.3,0.3,0.16,0.7,0.7
Mario Suárez,2178,ESP,"DF,MF",Rayo Vallecano,La Liga,35.0,1987.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178,ESP,"DF,MF",Rayo Vallecano,La Liga,35.0,1987.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Isaac Success,2179,NGA,FW,Udinese,Serie A,26.0,1996.0,14.0,8.0,695.0,7.7,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,0.5,0.5,1.5,2.0,0.06,0.2,0.26,0.06,0.26,2179,NGA,FW,Udinese,Serie A,26.0,1996.0,7.7,0.0,10.0,0.0,0.0,1.29,0.0,0.0,,18.7,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Niklas Süle,2180,DEU,DF,Dortmund,Bundesliga,27.0,1995.0,11.0,8.0,697.0,7.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.26,0.13,0.26,0.7,0.7,0.5,1.2,0.09,0.06,0.16,0.09,0.16,2180,DEU,DF,Dortmund,Bundesliga,27.0,1995.0,7.7,1.0,10.0,2.0,20.0,1.29,0.26,0.1,0.5,16.0,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3
Ibrahim Sulemana,2181,GHA,MF,Hellas Verona,Serie A,19.0,2003.0,4.0,0.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.21,0.06,0.27,0.21,0.27,2181,GHA,MF,Hellas Verona,Serie A,19.0,2003.0,0.9,0.0,5.0,2.0,40.0,5.63,2.25,0.0,0.0,24.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Kamaldeen Sulemana,2182,GHA,"FW,MF",Rennes,Ligue 1,20.0,2002.0,10.0,2.0,263.0,2.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34,0.0,0.34,0.34,0.34,1.1,1.1,0.4,1.5,0.36,0.14,0.5,0.36,0.5,2182,GHA,"FW,MF",Rennes,Ligue 1,20.0,2002.0,2.9,1.0,9.0,2.0,22.2,3.08,0.68,0.11,0.5,17.7,0.0,0.0,0.0,1.1,1.1,0.12,-0.1,-0.1
Crysencio Summerville,2184,NLD,"FW,MF",Leeds United,Premier League,21.0,2001.0,9.0,3.0,383.0,4.3,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.7,0.0,0.7,0.7,0.7,1.0,1.0,0.3,1.3,0.25,0.06,0.31,0.25,0.31,2184,NLD,"FW,MF",Leeds United,Premier League,21.0,2001.0,4.3,3.0,8.0,3.0,37.5,1.88,0.7,0.38,1.0,15.1,0.0,0.0,0.0,1.0,1.0,0.13,2.0,2.0
Ivan Šunjić,2185,HRV,MF,Hertha BSC,Bundesliga,26.0,1996.0,12.0,9.0,753.0,8.4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,2185,HRV,MF,Hertha BSC,Bundesliga,26.0,1996.0,8.4,0.0,4.0,1.0,25.0,0.48,0.12,0.0,0.0,17.7,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Sam Surridge,2186,GBR,FW,Nott'ham Forest,Premier League,24.0,1998.0,7.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.12,0.04,0.16,0.12,0.16,2186,GBR,FW,Nott'ham Forest,Premier League,24.0,1998.0,1.4,0.0,2.0,0.0,0.0,1.43,0.0,0.0,,10.9,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
Suso,2187,ESP,"FW,MF",Sevilla,La Liga,28.0,1993.0,4.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.14,0.14,0.28,0.14,0.28,2187,ESP,"FW,MF",Sevilla,La Liga,28.0,1993.0,1.0,0.0,4.0,1.0,25.0,4.09,1.02,0.0,0.0,26.1,1.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Mattias Svanberg,2188,SWE,MF,Wolfsburg,Bundesliga,23.0,1999.0,13.0,7.0,548.0,6.1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.33,0.0,0.33,0.4,0.4,1.9,2.3,0.06,0.31,0.38,0.06,0.38,2188,SWE,MF,Wolfsburg,Bundesliga,23.0,1999.0,6.1,0.0,4.0,2.0,50.0,0.66,0.33,0.0,0.0,15.6,0.0,0.0,0.0,0.4,0.4,0.1,-0.4,-0.4
Williot Swedberg,2189,SWE,MF,Celta Vigo,La Liga,18.0,2004.0,1.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189,SWE,MF,Celta Vigo,La Liga,18.0,2004.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Issiaga Sylla,2190,GIN,DF,Toulouse,Ligue 1,28.0,1994.0,12.0,11.0,959.0,10.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.02,0.01,0.04,0.02,0.04,2190,GIN,DF,Toulouse,Ligue 1,28.0,1994.0,10.7,0.0,5.0,2.0,40.0,0.47,0.19,0.0,0.0,16.4,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Wojciech Szczęsny,2191,POL,GK,Juventus,Serie A,32.0,1990.0,8.0,8.0,672.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191,POL,GK,Juventus,Serie A,32.0,1990.0,7.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Dominik Szoboszlai,2192,HUN,"MF,FW",RB Leipzig,Bundesliga,22.0,2000.0,12.0,10.0,864.0,9.6,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.1,0.73,0.83,0.1,0.83,1.0,1.0,4.1,5.1,0.1,0.43,0.53,0.1,0.53,2192,HUN,"MF,FW",RB Leipzig,Bundesliga,22.0,2000.0,9.6,1.0,14.0,10.0,71.4,1.46,1.04,0.07,0.1,21.3,2.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0
Alexander Sørloth,2193,NOR,FW,Real Sociedad,La Liga,26.0,1995.0,10.0,10.0,820.0,9.1,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.44,0.11,0.55,0.44,0.55,4.3,4.3,0.8,5.1,0.47,0.09,0.56,0.47,0.56,2193,NOR,FW,Real Sociedad,La Liga,26.0,1995.0,9.1,4.0,24.0,13.0,54.2,2.63,1.43,0.17,0.31,12.3,0.0,0.0,0.0,4.3,4.3,0.18,-0.3,-0.3
Nicolás Tagliafico,2195,ARG,DF,Lyon,Ligue 1,30.0,1992.0,14.0,14.0,1237.0,13.7,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.07,0.15,0.22,0.07,0.22,1.3,1.3,1.8,3.1,0.1,0.13,0.23,0.1,0.23,2195,ARG,DF,Lyon,Ligue 1,30.0,1992.0,13.7,1.0,9.0,3.0,33.3,0.65,0.22,0.11,0.33,13.8,0.0,0.0,0.0,1.3,1.3,0.15,-0.3,-0.3
Jonathan Tah,2196,DEU,DF,Leverkusen,Bundesliga,26.0,1996.0,14.0,13.0,1131.0,12.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.8,0.03,0.04,0.06,0.03,0.06,2196,DEU,DF,Leverkusen,Bundesliga,26.0,1996.0,12.6,0.0,5.0,1.0,20.0,0.4,0.08,0.0,0.0,9.2,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3
Waniss Taibi,2197,FRA,MF,Angers,Ligue 1,20.0,2002.0,6.0,1.0,130.0,1.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.69,0.69,0.0,0.69,0.3,0.3,0.1,0.4,0.22,0.04,0.26,0.22,0.26,2197,FRA,MF,Angers,Ligue 1,20.0,2002.0,1.4,0.0,1.0,0.0,0.0,0.69,0.0,0.0,,6.5,0.0,0.0,0.0,0.3,0.3,0.31,-0.3,-0.3
Flavien Tait,2198,FRA,MF,Rennes,Ligue 1,29.0,1993.0,14.0,12.0,1027.0,11.4,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,1.2,1.2,1.1,2.3,0.1,0.09,0.2,0.1,0.2,2198,FRA,MF,Rennes,Ligue 1,29.0,1993.0,11.4,1.0,17.0,5.0,29.4,1.49,0.44,0.06,0.2,19.9,0.0,0.0,0.0,1.2,1.2,0.07,-0.2,-0.2
Montassar Talbi,2199,TUN,DF,Lorient,Ligue 1,24.0,1998.0,14.0,14.0,1260.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,2199,TUN,DF,Lorient,Ligue 1,24.0,1998.0,14.0,0.0,3.0,1.0,33.3,0.21,0.07,0.0,0.0,12.1,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Adrien Tameze,2200,CMR,"MF,DF",Hellas Verona,Serie A,28.0,1994.0,13.0,11.0,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.9,0.05,0.03,0.09,0.05,0.09,2200,CMR,"MF,DF",Hellas Verona,Serie A,28.0,1994.0,10.8,0.0,5.0,1.0,20.0,0.46,0.09,0.0,0.0,17.6,0.0,0.0,0.0,0.6,0.6,0.11,-0.6,-0.6
Renato Tapia,2201,PER,MF,Celta Vigo,La Liga,27.0,1995.0,10.0,6.0,558.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.06,0.07,0.01,0.07,2201,PER,MF,Celta Vigo,La Liga,27.0,1995.0,6.2,0.0,2.0,1.0,50.0,0.32,0.16,0.0,0.0,25.6,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Edmond Tapsoba,2202,BFA,DF,Leverkusen,Bundesliga,23.0,1999.0,14.0,14.0,1222.0,13.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,0.02,0.06,0.08,0.02,0.08,2202,BFA,DF,Leverkusen,Bundesliga,23.0,1999.0,13.6,0.0,5.0,0.0,0.0,0.37,0.0,0.0,,17.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Florian Tardieu,2203,FRA,MF,Troyes,Ligue 1,30.0,1992.0,11.0,10.0,877.0,9.7,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.31,0.0,0.31,0.0,0.0,2.8,0.5,0.9,1.4,0.29,0.09,0.38,0.05,0.14,2203,FRA,MF,Troyes,Ligue 1,30.0,1992.0,9.7,3.0,8.0,1.0,12.5,0.82,0.1,0.0,0.0,30.2,1.0,3.0,3.0,2.8,0.5,0.06,0.2,-0.5
Matt Targett,2204,GBR,DF,Newcastle Utd,Premier League,27.0,1995.0,9.0,4.0,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.07,0.07,0.0,0.07,2204,GBR,DF,Newcastle Utd,Premier League,27.0,1995.0,4.7,0.0,1.0,0.0,0.0,0.21,0.0,0.0,,25.8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
James Tarkowski,2205,GBR,DF,Everton,Premier League,29.0,1992.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.6,0.05,0.06,0.11,0.05,0.11,2205,GBR,DF,Everton,Premier League,29.0,1992.0,14.0,0.0,9.0,5.0,55.6,0.64,0.36,0.0,0.0,10.3,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7
Ciprian Tătărușanu,2206,ROU,GK,Milan,Serie A,36.0,1986.0,7.0,7.0,630.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.5,0.5,0.0,0.08,0.08,0.0,0.08,2206,ROU,GK,Milan,Serie A,36.0,1986.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Niklas Tauer,2207,DEU,"DF,MF",Mainz 05,Bundesliga,21.0,2001.0,3.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,2207,DEU,"DF,MF",Mainz 05,Bundesliga,21.0,2001.0,1.0,0.0,1.0,0.0,0.0,0.97,0.0,0.0,,9.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Nuno Tavares,2208,PRT,DF,Marseille,Ligue 1,22.0,2000.0,13.0,10.0,1010.0,11.2,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.27,0.0,0.27,0.27,0.27,2.0,2.0,0.8,2.8,0.18,0.07,0.25,0.18,0.25,2208,PRT,DF,Marseille,Ligue 1,22.0,2000.0,11.2,3.0,26.0,8.0,30.8,2.32,0.71,0.12,0.38,20.1,0.0,0.0,0.0,2.0,2.0,0.08,1.0,1.0
Marcus Tavernier,2210,GBR,"MF,FW",Bournemouth,Premier League,23.0,1999.0,14.0,14.0,1204.0,13.4,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.07,0.22,0.3,0.07,0.3,1.1,1.1,1.3,2.5,0.09,0.1,0.18,0.09,0.18,2210,GBR,"MF,FW",Bournemouth,Premier League,23.0,1999.0,13.4,1.0,20.0,5.0,25.0,1.5,0.37,0.05,0.2,17.6,2.0,0.0,0.0,1.1,1.1,0.06,-0.1,-0.1
Enzo Tchato,2211,CMR,DF,Montpellier,Ligue 1,19.0,2002.0,12.0,7.0,692.0,7.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.26,0.13,0.26,0.3,0.3,1.0,1.3,0.04,0.13,0.17,0.04,0.17,2211,CMR,DF,Montpellier,Ligue 1,19.0,2002.0,7.7,1.0,3.0,1.0,33.3,0.39,0.13,0.33,1.0,19.5,0.0,0.0,0.0,0.3,0.3,0.1,0.7,0.7
Aurélien Tchouaméni,2212,FRA,MF,Real Madrid,La Liga,22.0,2000.0,11.0,10.0,810.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.22,0.0,0.22,0.6,0.6,1.1,1.6,0.06,0.12,0.18,0.06,0.18,2212,FRA,MF,Real Madrid,La Liga,22.0,2000.0,9.0,0.0,12.0,2.0,16.7,1.33,0.22,0.0,0.0,20.2,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6
