,Player,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
278,Timo Becker,10,336,34,11.0,3.7,4,65,1,6,13,11,0.80,3,9,-6,-1.61,-1.14,3.4,3.8,-0.4,-0.12,+0.32
280,Asmir Begovic,2,129,65,3.8,1.4,1,90,1,1,39,17,0.50,2,3,-1,-0.70,-1.19,2.2,3.7,-1.5,-1.03,-1.56
281,Valon Behrami,17,1107,65,32.4,12.3,13,76,5,4,30,2,1.12,19,22,-3,-0.24,+0.65,15.6,16.1,-0.4,-0.04,+0.39
283,Gaetan Belaud,7,580,83,23.0,6.4,6,89,5,1,45,10,1.14,5,7,-2,-0.31,-0.26,7.1,8.1,-1.0,-0.16,+0.48
284,Ishak Belfodil,5,269,54,8.8,3.0,3,73,1,2,25,0,1.00,2,5,-3,-1.00,-1.10,2.9,3.9,-1.0,-0.32,-0.24
286,Haris Belkebla,23,1816,79,72.1,20.2,20,88,18,3,22,1,1.13,20,22,-2,-0.10,+0.03,21.1,32.7,-11.6,-0.57,-0.16
290,Karim Bellarabi,26,1424,55,46.5,15.8,17,70,6,9,26,2,1.81,29,20,+9,+0.57,+0.13,32.4,25.2,+7.1,+0.45,+0.41
291,Jean-Ricner Bellegarde,24,1497,62,61.6,16.6,16,82,7,8,24,0,1.21,14,19,-5,-0.30,-0.78,19.9,19.3,+0.7,+0.04,-0.09
292,Hector Bellerin,15,1158,77,33.9,12.9,13,88,10,2,9,5,1.47,20,18,+2,+0.16,-0.08,15.5,20.4,-4.9,-0.38,-0.25
293,Andrea Belotti,36,3008,84,88.0,33.4,34,87,30,2,17,0,0.94,38,60,-22,-0.66,-0.66,39.5,52.8,-13.2,-0.40,+0.21
294,Fran Beltran,28,1830,65,53.5,20.3,22,78,11,6,18,6,1.14,19,22,-3,-0.15,+0.36,20.8,22.4,-1.7,-0.08,+0.17
296,Hatem Ben Arfa,5,159,32,4.6,1.8,2,58,0,3,14,5,0.60,2,3,-1,-0.57,-0.29,0.7,2.1,-1.5,-0.83,-0.38
297,Wissam Ben Yedder,26,2164,83,85.9,24.0,25,85,15,1,29,0,1.50,40,36,+4,+0.17,+1.18,44.5,36.7,+7.8,+0.32,+0.74
299,Marco Benassi,18,980,54,28.7,10.9,10,83,6,8,19,12,1.50,16,12,+4,+0.37,+0.40,13.3,13.6,-0.3,-0.03,-0.22
300,Cristian Benavente,12,349,29,13.8,3.9,4,68,0,8,10,10,1.50,5,4,+1,+0.26,+0.42,4.5,4.0,+0.4,+0.11,+0.18
301,Lars Bender,18,1373,76,44.9,15.3,16,80,12,2,46,2,1.83,30,22,+8,+0.52,+0.04,29.2,22.0,+7.2,+0.47,+0.44
303,Dario Benedetto,26,2101,81,83.4,23.3,25,83,10,1,17,0,1.92,33,24,+9,+0.39,-0.26,30.2,27.0,+3.2,+0.14,-0.14
304,Laszlo Benes,22,898,41,29.3,10.0,10,77,5,12,11,9,2.00,21,14,+7,+0.70,-0.09,20.3,17.0,+3.2,+0.32,-0.63
306,Loris Benito,23,1896,82,75.2,21.1,21,89,19,2,17,0,1.22,27,28,-1,-0.05,-1.06,21.5,28.6,-7.2,-0.34,-0.43
307,Bilal Benkhedim,3,132,44,5.2,1.5,1,92,1,2,20,1,0.33,1,2,-1,-0.68,-0.12,1.7,1.0,+0.8,+0.53,+0.84
309,Ismael Bennacer,31,2485,80,72.7,27.6,28,86,22,3,23,4,1.81,50,33,+17,+0.62,+0.62,48.5,31.6,+17.0,+0.61,+0.55
310,Ryan Bennett,11,606,55,17.7,6.7,7,74,5,4,22,5,1.45,6,9,-3,-0.45,-0.89,7.1,8.6,-1.6,-0.23,-0.80
312,Ryan Bennett,5,331,66,9.7,3.7,3,70,1,2,61,2,1.40,6,8,-2,-0.54,-1.36,7.3,5.6,+1.7,+0.47,+0.03
314,Yassine Benrahou,6,168,28,6.7,1.9,1,69,0,5,20,2,1.50,2,2,0,0.00,-0.23,2.1,1.8,+0.3,+0.18,+0.45
316,Ramy Bensebaini,19,1448,76,47.3,16.1,16,88,12,3,11,7,2.00,34,19,+15,+0.93,+0.32,36.0,21.4,+14.6,+0.91,+0.27
318,Nabil Bentaleb,12,751,63,22.0,8.3,8,84,6,4,20,2,0.83,7,16,-9,-1.08,-0.71,7.0,14.4,-7.4,-0.88,-0.12
319,Rodrigo Bentancur,30,2196,73,64.2,24.4,25,83,17,5,26,4,2.07,47,27,+20,+0.82,-0.14,49.7,27.8,+21.9,+0.90,+0.59
320,Christian Benteke,24,1261,53,36.9,14.0,13,86,6,11,13,3,1.21,11,18,-7,-0.50,0.00,14.8,23.7,-8.9,-0.64,-0.13
321,Romario Benzar,3,97,32,2.8,1.1,1,58,0,2,20,10,0.00,0,2,-2,-1.86,-1.02,1.2,2.3,-1.1,-0.97,-0.16
322,Karim Benzema,37,3141,85,91.8,34.9,36,86,21,1,29,1,2.27,63,22,+41,+1.17,-0.12,60.5,30.6,+29.9,+0.86,-0.65
323,Yassine Benzia,3,173,58,6.9,1.9,2,64,0,1,45,0,0.67,3,3,0,0.00,+0.38,2.0,1.2,+0.8,+0.40,+0.73
325,Domenico Berardi,31,2493,80,72.9,27.7,29,84,17,2,29,1,1.48,53,46,+7,+0.25,+0.35,39.6,46.6,-7.0,-0.25,-0.04
326,Yuri Berchiche,33,2850,86,83.3,31.7,32,88,29,1,45,0,1.42,36,29,+7,+0.22,+0.85,35.7,39.6,-3.9,-0.12,+0.41
327,Alex Berenguer,29,1823,63,53.3,20.3,21,79,8,8,21,7,1.10,28,36,-8,-0.39,+0.39,24.6,30.3,-5.8,-0.29,+0.29
328,Bartosz Bereszynski,28,2402,86,70.2,26.7,27,88,23,1,21,2,1.11,31,48,-17,-0.64,-0.64,32.7,43.3,-10.6,-0.40,-0.91
329,Johann Berg Gudmundsson,12,621,52,18.2,6.9,6,74,1,6,30,3,1.08,11,7,+4,+0.58,+0.93,11.0,7.4,+3.6,+0.52,+0.71
331,Sander Berge,14,943,67,27.6,10.5,12,75,5,2,23,0,1.50,11,11,0,0.00,0.00,9.3,11.8,-2.5,-0.24,-0.05
332,Steven Bergwijn,14,704,50,20.6,7.8,8,73,2,6,20,0,1.79,11,9,+2,+0.26,-0.14,9.5,13.8,-4.3,-0.55,-0.49
333,Robert Beric,11,413,38,16.4,4.6,4,70,1,7,19,6,1.00,8,6,+2,+0.44,+1.20,8.3,4.9,+3.4,+0.75,+1.21
336,Valon Berisha,13,941,72,30.8,10.5,12,76,2,1,34,2,1.08,11,14,-3,-0.29,+0.90,9.6,11.4,-1.8,-0.17,+0.81
339,Bernard,27,1280,47,37.4,14.2,15,68,3,12,22,6,1.30,14,12,+2,+0.14,+0.73,18.3,13.8,+4.5,+0.32,+0.40
340,Federico Bernardeschi,29,1571,54,45.9,17.5,19,69,5,10,27,6,2.03,27,24,+3,+0.17,-1.29,33.5,22.6,+10.9,+0.63,-0.12
341,Bernardo,14,679,49,19.9,7.5,7,80,4,7,17,9,1.00,6,17,-11,-1.46,-1.33,8.3,11.5,-3.3,-0.43,-0.23
343,Juan Bernat,18,1388,77,57.1,15.4,16,85,12,2,16,2,2.28,42,15,+27,+1.75,-0.32,45.1,13.2,+31.9,+2.07,+0.41
346,Andrea Bertolacci,12,534,45,15.6,5.9,8,60,0,4,13,12,1.33,6,9,-3,-0.51,-0.07,7.0,8.8,-1.8,-0.30,-0.21
347,Ryan Bertrand,32,2742,86,80.2,30.5,31,87,29,1,45,2,1.38,43,44,-1,-0.03,+1.03,45.5,38.6,+6.9,+0.23,+0.71
349,Muhamed Besic,9,250,28,7.3,2.8,2,76,0,7,14,14,1.56,1,2,-1,-0.36,-0.39,4.1,4.2,0.0,-0.02,+0.21
351,Ermin Bicakcic,21,1176,56,38.4,13.1,13,79,9,8,18,13,1.62,17,20,-3,-0.23,-0.37,19.6,23.0,-3.4,-0.26,-0.25
352,Pedro Bigas,23,1777,77,52.0,19.7,21,83,16,2,22,11,1.17,21,21,0,0.00,+0.93,22.9,24.3,-1.4,-0.07,+0.46
353,Lucas Biglia,14,685,49,20.0,7.6,8,77,4,6,11,15,2.14,11,12,-1,-0.13,-0.72,10.1,11.4,-1.3,-0.17,-0.79
354,El Bilal Toure,7,453,65,18.0,5.0,6,73,1,1,16,0,1.71,5,3,+2,+0.40,+0.27,5.4,5.4,-0.1,-0.01,-0.11
355,Philip Billing,34,2530,74,74.0,28.1,29,82,19,5,30,1,0.97,31,41,-10,-0.36,+1.16,33.4,45.3,-11.9,-0.42,+0.14
358,Cristiano Biraghi,26,1576,61,46.1,17.5,18,82,8,8,14,10,2.27,31,14,+17,+0.97,-0.40,29.4,17.8,+11.6,+0.66,-0.17
359,Davide Biraschi,24,1971,82,57.6,21.9,22,87,19,2,31,12,0.96,29,38,-9,-0.41,+0.64,32.3,30.5,+1.8,+0.08,+0.89
360,Valter Birsa,13,430,33,12.6,4.8,4,65,0,9,19,16,0.92,3,6,-3,-0.63,-0.60,5.3,5.5,-0.2,-0.04,+0.47
361,Dimitri Bisoli,25,2152,86,62.9,23.9,24,89,21,1,27,0,0.60,20,44,-24,-1.00,+0.42,26.6,40.4,-13.8,-0.58,+0.65
362,Yves Bissouma,22,1259,57,36.8,14.0,15,76,4,7,17,7,1.05,8,18,-10,-0.71,-0.51,13.8,21.4,-7.6,-0.54,-0.46
365,Leonardo Bittencourt,28,1889,67,61.7,21.0,23,78,7,5,17,2,0.89,21,48,-27,-1.29,-1.29,20.8,36.3,-15.5,-0.74,-0.70
366,Birkir Bjarnason,13,798,61,23.3,8.9,9,73,2,4,35,3,0.54,11,25,-14,-1.58,-0.55,8.7,19.4,-10.7,-1.20,-0.50
368,Ludovic Blas,24,1845,77,73.2,20.5,22,82,7,2,20,0,1.25,18,27,-9,-0.44,-1.24,21.2,24.5,-3.2,-0.16,-0.42
369,Pablo de Blasis,30,1604,53,46.9,17.8,15,89,14,15,18,7,1.13,21,31,-10,-0.56,-0.21,20.9,26.8,-5.8,-0.33,-0.07
372,Alexis Blin,24,1841,77,73.1,20.5,21,85,14,3,18,4,0.92,24,33,-9,-0.44,+0.89,20.7,26.4,-5.7,-0.28,+0.55
374,Jerome Boateng,24,1796,75,58.7,20.0,23,76,14,1,46,6,2.46,56,15,+41,+2.05,+0.13,49.8,17.1,+32.7,+1.64,+0.30
375,Kevin-Prince Boateng,14,599,43,17.5,6.7,6,72,1,8,21,4,1.07,5,13,-8,-1.20,-1.55,7.6,9.2,-1.6,-0.24,-0.44
377,Antonin Bobichon,11,649,59,25.8,7.2,8,71,1,3,26,11,1.73,6,6,0,0.00,+0.24,5.8,6.5,-0.8,-0.11,-0.19
378,Salvatore Bocchetti,5,303,61,8.9,3.4,3,72,1,2,44,19,1.40,5,4,+1,+0.30,+0.44,3.0,4.3,-1.3,-0.38,-0.33
381,Adam Bodzek,28,2015,72,65.8,22.4,22,84,15,6,27,0,0.89,24,44,-20,-0.89,+0.05,25.1,42.7,-17.6,-0.79,-0.17
382,Jean-Paul Boetius,28,2266,81,74.1,25.2,26,84,19,2,36,5,0.93,34,56,-22,-0.87,-0.99,34.1,49.6,-15.5,-0.62,-1.07
383,Sacha Boey,5,172,34,6.8,1.9,1,93,1,4,20,5,2.17,5,4,+1,+0.52,+0.02,3.6,4.1,-0.5,-0.28,-0.56
384,Jeremie Boga,34,2513,74,73.5,27.9,28,84,14,6,27,1,1.41,47,44,+3,+0.11,-0.19,37.4,41.7,-4.3,-0.15,+0.33
385,Melayro Bogarde,2,51,26,1.7,0.6,1,45,0,1,6,4,2.00,1,0,+1,+1.76,+1.79,1.6,0.6,+0.9,+1.67,+1.80
386,Quentin Boisgard,20,1146,57,45.5,12.7,13,79,2,7,18,8,0.40,10,24,-14,-1.10,+0.34,13.1,19.5,-6.4,-0.50,-0.01
390,Giacomo Bonaventura,29,1338,46,39.1,14.9,13,73,4,16,24,7,1.90,29,14,+15,+1.01,+0.92,25.4,14.6,+10.9,+0.73,+0.44
391,Federico Bonazzoli,19,744,39,21.8,8.3,7,58,0,12,28,13,1.11,15,10,+5,+0.60,+1.34,12.1,10.0,+2.0,+0.25,+0.48
395,Kevin Bonifazi,14,1191,85,34.8,13.2,13,88,12,1,45,2,0.27,9,37,-28,-2.12,-1.23,12.3,25.1,-12.8,-0.97,-0.36
398,Fabio Borini,14,808,58,23.6,9.0,9,70,2,5,36,1,1.50,14,8,+6,+0.67,+1.01,14.2,9.8,+4.4,+0.49,+0.75
399,Fabio Borini,2,70,35,2.0,0.8,1,59,0,1,11,12,1.50,0,0,0,0.00,-0.46,1.3,0.5,+0.8,+0.99,+0.54
401,Robin Bormuth,3,181,60,5.9,2.0,2,90,2,1,1,18,1.33,1,4,-3,-1.49,-0.62,0.9,5.7,-4.8,-2.40,-1.78
403,Brandon Borrello,7,298,43,9.7,3.3,4,66,0,3,11,20,1.29,5,6,-1,-0.30,-0.37,4.4,8.3,-3.9,-1.18,-0.73
405,Gabriel Boschilia,5,130,26,5.2,1.4,1,58,0,4,18,4,1.40,1,4,-3,-2.08,-2.19,1.7,2.8,-1.1,-0.74,-1.01
407,Denis Bouanga,26,2042,79,81.0,22.7,23,85,16,3,31,0,1.15,26,34,-8,-0.35,+1.15,25.5,33.3,-7.8,-0.34,-0.42
408,Hicham Boudaoui,9,490,54,19.4,5.4,6,70,1,3,24,5,1.56,11,9,+2,+0.37,+0.32,7.2,8.6,-1.4,-0.26,+0.04
409,Ryad Boudebouz,24,1597,67,63.4,17.7,20,76,8,4,19,2,1.00,16,26,-10,-0.56,+0.02,17.3,23.8,-6.5,-0.37,-0.28
410,Sofiane Boufal,20,764,38,22.3,8.5,8,72,1,12,16,7,0.95,10,17,-7,-0.82,-0.76,15.1,14.2,+0.9,+0.10,+0.02
411,Nassim Boujellab,11,419,38,13.7,4.7,3,82,0,8,22,12,0.64,2,11,-9,-1.93,-1.56,4.9,9.0,-4.2,-0.90,-0.57
412,Farid Boulaya,19,821,43,32.6,9.1,8,80,1,11,16,3,1.21,10,12,-2,-0.22,+0.10,8.9,13.5,-4.6,-0.50,-0.16
413,Yassine Bounou,6,495,83,14.5,5.5,5,90,5,1,45,27,2.67,10,3,+7,+1.27,+0.87,8.8,4.3,+4.5,+0.82,+0.43
414,Mehdi Bourabia,17,925,54,27.0,10.3,10,80,7,7,18,12,1.35,19,23,-4,-0.39,-0.75,15.9,16.6,-0.7,-0.07,+0.23
416,Benjamin Bourigeaud,25,1903,76,75.5,21.1,21,86,16,4,23,0,1.84,29,20,+9,+0.43,-0.30,27.1,21.4,+5.7,+0.27,+0.09
418,Jarrod Bowen,13,917,71,26.8,10.2,11,82,4,2,9,0,1.15,15,13,+2,+0.20,+0.74,17.0,11.3,+5.7,+0.56,+1.31
422,Domagoj Bradaric,18,1419,79,56.3,15.8,16,88,14,2,3,4,1.94,22,15,+7,+0.44,+0.36,25.6,18.4,+7.2,+0.46,+0.32
423,Filip Bradaric,14,706,50,20.6,7.8,7,75,3,7,26,3,1.29,8,12,-4,-0.51,-0.24,7.2,8.9,-1.7,-0.22,-0.07
424,Robbie Brady,17,454,27,13.3,5.0,5,64,0,12,11,13,1.00,7,10,-3,-0.59,-0.47,7.4,8.0,-0.6,-0.12,-0.07
425,Martin Braithwaite,11,407,37,11.9,4.5,4,75,1,7,16,3,2.09,8,4,+4,+0.88,-0.43,9.6,3.7,+5.9,+1.31,+0.65
426,Martin Braithwaite,24,1934,81,56.5,21.5,21,89,17,3,25,0,0.79,16,31,-15,-0.70,-0.33,22.0,27.8,-5.7,-0.27,-0.44
429,Brandon,8,406,51,11.9,4.5,5,71,0,3,17,5,0.75,3,7,-4,-0.89,-0.77,3.8,5.8,-2.0,-0.45,-0.51
430,Julian Brandt,33,2203,67,72.0,24.5,25,79,12,8,27,0,2.00,61,30,+31,+1.27,+0.01,46.4,32.5,+13.9,+0.57,-0.09
431,Jarrad Branthwaite,4,300,75,8.8,3.3,2,90,2,2,60,5,1.00,3,6,-3,-0.90,-0.64,3.2,4.9,-1.7,-0.51,-0.63
432,Darko Brasanac,31,2245,72,65.6,24.9,27,82,17,4,9,2,1.52,26,33,-7,-0.28,-0.20,29.3,31.7,-2.5,-0.10,-0.29
433,Claudio Bravo,4,347,87,10.1,3.9,3,90,3,1,77,27,1.50,7,7,0,0.00,-1.96,5.4,5.7,-0.3,-0.09,-1.73
435,Josip Brekalo,30,1670,56,54.6,18.6,19,74,3,11,24,4,1.40,28,25,+3,+0.16,+0.23,32.0,23.9,+8.1,+0.44,+0.33
442,Anthony Briancon,22,1737,79,68.9,19.3,20,86,17,2,9,0,0.91,15,31,-16,-0.83,-0.94,18.2,28.8,-10.7,-0.55,-0.56
443,Jimmy Briand,22,1525,69,60.5,16.9,18,82,12,4,11,0,1.27,22,18,+4,+0.24,+0.06,18.8,19.9,-1.1,-0.07,+0.43
444,Yan Brice Eteki,28,1499,54,43.8,16.7,18,72,6,10,21,3,1.29,18,22,-4,-0.24,-0.76,18.2,17.0,+1.2,+0.07,+0.02
448,David Brooks,9,506,56,14.8,5.6,8,61,0,1,22,0,0.78,6,12,-6,-1.07,-0.48,5.0,7.5,-2.5,-0.45,+0.01
450,Daniel Brosinski,26,1709,66,55.8,19.0,16,86,13,10,34,8,1.08,21,28,-7,-0.37,+0.56,28.2,26.8,+1.4,+0.08,+0.94
451,Josh Brownhill,10,805,81,23.5,8.9,9,89,8,1,1,3,1.80,8,10,-2,-0.22,-0.05,7.8,11.5,-3.7,-0.41,-0.46
452,Marcelo Brozovic,32,2701,84,79.0,30.0,30,88,26,2,24,1,2.13,63,29,+34,+1.13,-0.24,50.0,33.5,+16.5,+0.55,-0.97
453,Gaston Brugman,23,1458,63,42.6,16.2,17,78,6,6,21,12,0.96,18,26,-8,-0.49,-0.81,19.7,29.5,-9.8,-0.60,-0.32
456,Jacob Bruun Larsen,11,391,36,12.8,4.3,5,50,0,6,23,2,1.45,4,7,-3,-0.69,-0.79,8.0,9.1,-1.1,-0.25,-0.17
458,Lucas Buades,6,121,20,4.8,1.3,1,76,0,5,9,10,0.83,1,5,-4,-2.98,-2.56,0.7,3.5,-2.8,-2.06,-1.77
459,Ante Budimir,35,2765,79,80.8,30.7,33,81,15,2,38,0,0.94,38,53,-15,-0.49,+0.89,35.0,51.1,-16.2,-0.53,+0.33
460,Emi Buendia,36,2464,68,72.0,27.4,28,83,19,8,16,0,0.58,21,52,-31,-1.13,+0.56,28.6,45.6,-17.0,-0.62,+0.56
462,Marius Bulter,32,2321,73,75.8,25.8,28,80,12,4,21,2,1.19,29,47,-18,-0.70,-0.82,31.5,44.6,-13.1,-0.51,-0.54
465,Esteban Burgos,15,1119,75,32.7,12.4,11,90,11,4,32,8,1.13,11,16,-5,-0.40,+0.07,12.5,19.4,-6.9,-0.55,-0.39
466,Guido Burgstaller,21,1234,59,40.3,13.7,13,86,9,8,14,8,1.43,16,17,-1,-0.07,+0.86,16.8,16.7,+0.1,+0.01,+0.69
469,Jonathan Burkardt,8,253,32,8.3,2.8,3,68,0,5,10,17,1.25,6,4,+2,+0.71,+1.45,3.9,5.6,-1.7,-0.59,-0.27
470,Oliver Burke,31,1429,46,41.8,15.9,14,77,6,17,20,2,0.87,13,22,-9,-0.57,+0.16,16.0,26.9,-10.8,-0.68,-0.33
472,Dan Burn,34,2880,85,84.2,32.0,33,87,31,1,13,0,1.15,32,42,-10,-0.31,+0.52,37.6,45.5,-7.9,-0.25,+0.04
473,Patrick Burner,20,1434,72,56.9,15.9,15,88,12,5,24,5,1.25,21,25,-4,-0.25,-0.83,19.6,24.3,-4.6,-0.29,0.00
475,Sergio Busquets,33,2483,75,72.6,27.6,29,81,16,4,36,3,2.33,68,29,+39,+1.41,+0.55,49.3,27.2,+22.1,+0.80,+0.24
476,Unai Bustinza,33,2684,81,78.5,29.8,31,84,22,2,40,1,0.88,20,41,-21,-0.70,-0.70,27.5,32.4,-4.9,-0.16,-0.41
481,Sam Byram,17,1293,76,37.8,14.4,15,84,13,2,13,9,0.94,15,23,-8,-0.56,+1.18,17.2,21.2,-4.0,-0.28,+0.79
482,Erick Cabaco,4,267,67,7.8,3.0,3,87,1,1,7,6,0.75,0,2,-2,-0.67,-0.90,3.3,1.6,+1.7,+0.58,+0.62
483,Erick Cabaco,11,809,74,23.7,9.0,9,89,8,2,3,5,1.45,9,10,-1,-0.11,+0.06,10.7,15.5,-4.8,-0.54,-0.20
485,Yohan Cabaye,15,858,57,34.0,9.5,12,69,4,3,10,1,1.13,8,16,-8,-0.84,-0.41,10.8,13.5,-2.7,-0.28,-0.03
490,Fabrizio Cacciatore,16,1153,72,33.7,12.8,14,81,10,2,12,2,1.56,26,17,+9,+0.70,+1.22,14.6,22.5,-7.9,-0.62,-0.25
494,Jhonder Cadiz,17,799,47,31.7,8.9,7,83,5,10,22,2,1.29,9,13,-4,-0.45,-0.14,10.1,16.0,-6.0,-0.67,-0.57
495,Mathieu Cafaro,13,924,71,36.7,10.3,12,76,4,1,14,0,1.38,9,7,+2,+0.19,+0.03,10.9,9.9,+1.0,+0.10,+0.03
496,Jonathan Cafu,3,201,67,8.0,2.2,2,90,1,1,21,1,2.00,8,2,+6,+2.69,+2.69,3.7,2.7,+1.0,+0.45,+0.74
498,Felipe Caicedo,30,1406,47,41.1,15.6,18,66,2,12,18,6,2.13,35,14,+21,+1.34,+0.63,27.6,18.8,+8.9,+0.57,+0.21
500,Davide Calabria,25,1622,65,47.4,18.0,16,83,10,9,33,9,1.76,30,20,+10,+0.55,+0.20,28.2,18.1,+10.1,+0.56,+0.18
502,Mattia Caldara,14,959,69,28.0,10.7,11,83,8,3,14,5,2.14,28,14,+14,+1.31,0.00,21.1,12.0,+9.0,+0.85,-0.37
504,Marco Calderoni,26,2064,79,60.4,22.9,24,85,19,2,11,3,0.92,32,59,-27,-1.18,-0.78,32.5,56.9,-24.4,-1.06,-0.64
505,Fernando Calero,15,1043,70,30.5,11.6,12,83,9,3,14,13,0.73,8,21,-13,-1.12,-0.44,12.5,15.2,-2.7,-0.23,+0.13
506,Duje Caleta-Car,23,1886,82,74.8,21.0,20,90,20,3,28,3,2.04,29,22,+7,+0.33,-0.38,26.5,22.2,+4.3,+0.20,+0.18
507,Hakan Calhanoglu,35,2704,77,79.1,30.0,34,78,19,1,45,0,1.69,50,41,+9,+0.30,-0.71,49.4,36.4,+13.1,+0.44,-0.14
508,Daniel Caligiuri,28,2293,82,74.9,25.5,26,84,16,2,52,0,1.29,26,42,-16,-0.63,-0.16,26.5,38.8,-12.3,-0.48,-0.31
509,Jose Callejon,33,2172,66,63.5,24.1,25,80,12,8,22,5,1.52,37,35,+2,+0.08,-0.57,39.8,30.1,+9.7,+0.40,-0.12
510,Jonathan Calleri,27,1811,67,53.0,20.1,20,82,10,7,26,1,0.70,19,34,-15,-0.75,+0.15,21.7,28.8,-7.0,-0.35,-0.05
511,Dominic Calvert-Lewin,36,2626,73,76.8,29.2,30,84,20,6,18,2,1.28,36,43,-7,-0.24,+0.33,40.3,38.4,+1.9,+0.06,-0.01
513,Mahdi Camara,12,901,75,35.8,10.0,10,89,9,2,8,4,1.00,13,20,-7,-0.70,-0.20,11.0,14.9,-3.9,-0.39,-0.19
516,Victor Camarasa,17,1293,76,37.8,14.4,15,85,6,2,8,2,1.06,11,20,-9,-0.63,+0.05,15.3,20.1,-4.8,-0.33,+0.25
517,Eduardo Camavinga,25,2107,84,83.6,23.4,24,87,18,1,25,1,1.96,32,21,+11,+0.47,-0.18,31.6,26.2,+5.3,+0.23,-0.11
520,Jose Campana,37,3156,85,92.3,35.1,35,89,30,2,28,0,1.32,45,46,-1,-0.03,+1.68,44.3,57.4,-13.1,-0.37,+0.19
522,Xisco Campos,9,473,53,13.8,5.3,4,90,4,5,23,24,1.10,5,14,-9,-1.71,-1.22,2.8,7.9,-5.1,-0.97,-0.44
523,Victor Campuzano,20,870,44,25.4,9.7,9,75,2,11,18,6,0.35,6,21,-15,-1.55,-0.99,8.5,12.3,-3.8,-0.40,-0.09
524,Emre Can,8,284,36,8.3,3.2,2,62,0,6,27,12,2.13,9,9,0,0.00,-0.95,7.8,6.3,+1.5,+0.47,-0.24
525,Emre Can,12,955,80,31.2,10.6,10,87,7,2,45,0,2.25,20,8,+12,+1.13,-0.19,16.9,10.3,+6.6,+0.62,+0.05
527,Joao Cancelo,17,1208,71,35.3,13.4,13,87,12,4,21,17,2.18,35,11,+24,+1.79,+0.04,32.5,11.0,+21.5,+1.60,+0.21
528,Antonio Candreva,32,1993,62,58.3,22.1,24,77,9,8,18,4,2.22,51,26,+25,+1.13,-0.13,41.0,25.4,+15.6,+0.71,-0.12
531,Todd Cantwell,37,2489,67,72.8,27.7,30,79,9,7,16,0,0.57,18,54,-36,-1.30,-0.05,26.2,49.2,-23.1,-0.83,-0.21
532,Ander Capa,35,2872,82,84.0,31.9,32,88,26,3,22,0,1.26,35,32,+3,+0.09,+0.09,37.8,38.5,-0.7,-0.02,+1.07
533,Pierrick Capelle,24,1747,73,69.3,19.4,20,83,15,4,21,0,1.33,17,29,-12,-0.62,-1.43,20.0,19.8,+0.2,+0.01,-0.07
535,Gianluca Caprari,18,667,37,19.5,7.4,5,75,1,13,22,2,0.94,8,17,-9,-1.21,-0.95,8.0,11.5,-3.5,-0.47,-0.43
536,Gianluca Caprari,12,589,49,17.2,6.5,7,71,1,5,18,5,0.92,11,10,+1,+0.15,+0.22,10.8,13.1,-2.3,-0.35,+0.08
537,Francesco Caputo,36,2931,81,85.7,32.6,33,87,25,3,21,1,1.39,60,54,+6,+0.18,+0.18,44.8,53.5,-8.7,-0.27,-0.19
538,Maxence Caqueret,8,568,71,22.5,6.3,7,80,4,1,11,12,1.63,10,5,+5,+0.79,+0.33,8.8,6.5,+2.4,+0.37,-0.01
539,Andrea Carboni,7,368,53,10.8,4.1,5,68,2,2,15,6,1.14,5,7,-2,-0.49,-0.43,3.4,4.5,-1.2,-0.29,+0.19
543,Irvin Cardona,21,1450,69,57.5,16.1,15,88,10,6,22,2,1.24,22,22,0,0.00,+0.25,19.6,25.4,-5.8,-0.36,+0.40
544,Marc Cardona,19,705,37,20.6,7.8,9,56,0,10,20,10,1.42,11,16,-5,-0.64,-0.54,8.3,12.5,-4.2,-0.54,-0.68
549,Lionel Carole,18,1272,71,52.3,14.1,14,87,11,4,14,8,1.44,13,24,-11,-0.78,-1.63,16.2,22.2,-6.0,-0.42,-1.05
550,Yannick Carrasco,15,631,42,18.5,7.0,6,65,0,9,27,1,2.00,12,6,+6,+0.86,+0.27,10.1,8.5,+1.6,+0.22,-0.51
552,Daniel Carrico,11,847,77,24.8,9.4,10,82,7,1,32,1,1.36,10,9,+1,+0.11,-0.56,14.0,7.8,+6.2,+0.66,+0.28
553,Guido Carrillo,24,1213,51,35.5,13.5,13,79,8,11,17,2,0.96,11,18,-7,-0.52,+0.05,15.4,13.8,+1.6,+0.12,+0.30
554,Andy Carroll,19,632,33,18.5,7.0,4,85,3,15,19,2,1.53,9,10,-1,-0.14,+0.47,6.6,13.3,-6.8,-0.97,-0.21
558,William Carvalho,13,892,69,26.1,9.9,11,79,7,2,14,4,1.15,17,24,-7,-0.71,-0.53,15.4,16.5,-1.1,-0.11,-0.02
562,Francesco Cassata,24,1458,61,42.6,16.2,18,76,8,6,15,6,1.08,18,32,-14,-0.86,-0.31,19.1,25.9,-6.9,-0.42,-0.22
