,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
2297,Gonzalo Rodríguez,ar ARG,DF,Fiorentina,Serie A,28.0,1984.0,34.7,6.0,,7.0,,,0.2,,0.57,,2.0,2.0
2298,Jay Rodriguez,eng ENG,"FW,MF",Southampton,Premier League,23.0,1989.0,24.2,6.0,,34.0,,,1.4,,0.18,,0.0,0.0
2299,José Rodríguez,es ESP,MF,Real Madrid,La Liga,17.0,1994.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2300,Juan Rodríguez,es ESP,MF,Getafe,La Liga,30.0,1982.0,5.9,2.0,,4.0,,,0.68,,0.5,,0.0,0.0
2301,Matías Rodríguez,ar ARG,"DF,MF",Sampdoria,Serie A,26.0,1986.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2302,Raúl Rodríguez,es ESP,DF,Espanyol,La Liga,24.0,1987.0,17.8,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
2303,Ribair Rodríguez,uy URU,MF,Siena,Serie A,24.0,1987.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2304,Ricardo Rodríguez,ch SUI,"DF,MF",Wolfsburg,Bundesliga,19.0,1992.0,19.0,0.0,,5.0,,,0.26,,0.0,,0.0,0.0
2305,Víctor Rodríguez,es ESP,"FW,MF",Zaragoza,La Liga,23.0,1989.0,23.0,2.0,,15.0,,,0.65,,0.13,,0.0,0.0
2306,Jack Rodwell,eng ENG,"DF,MF",Manchester City,Premier League,21.0,1991.0,5.5,2.0,,10.0,,,1.81,,0.2,,0.0,0.0
2307,Diego Rolán,uy URU,"FW,MF",Bordeaux,Ligue 1,19.0,1993.0,3.6,0.0,,4.0,,,1.12,,0.0,,0.0,0.0
2308,Rolando,pt POR,DF,Napoli,Serie A,26.0,1985.0,4.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2309,Simon Rolfes,de GER,MF,Leverkusen,Bundesliga,30.0,1982.0,25.7,3.0,,14.0,,,0.55,,0.21,,0.0,1.0
2310,Alexis Rolín,uy URU,DF,Catania,Serie A,23.0,1989.0,9.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2311,Alessio Romagnoli,it ITA,DF,Roma,Serie A,17.0,1995.0,1.1,1.0,,1.0,,,0.89,,1.0,,0.0,0.0
2312,Simone Romagnoli,it ITA,DF,Pescara,Serie A,22.0,1990.0,6.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2314,Alaixys Romao,tg TOG,"DF,MF",Marseille,Ligue 1,28.0,1984.0,14.8,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
2315,Alaixys Romao,tg TOG,"DF,MF",Lorient,Ligue 1,28.0,1984.0,17.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2316,Romaric,ci CIV,MF,Zaragoza,La Liga,29.0,1983.0,5.2,0.0,,4.0,,,0.76,,0.0,,0.0,0.0
2317,Jaime Romero,es ESP,"FW,MF",Granada,La Liga,22.0,1990.0,2.9,0.0,,3.0,,,1.04,,0.0,,0.0,0.0
2318,Sergio Romero,ar ARG,GK,Sampdoria,Serie A,25.0,1987.0,31.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2319,Oriol Romeu,es ESP,MF,Chelsea,Premier League,20.0,1991.0,2.6,0.0,,1.0,,,0.38,,0.0,,0.0,0.0
2320,Rômulo,it ITA,"DF,MF",Fiorentina,Serie A,25.0,1987.0,11.1,2.0,,5.0,,,0.45,,0.4,,0.0,0.0
2321,Eugênio Rômulo Togni,br BRA,MF,Pescara,Serie A,29.0,1982.0,15.5,2.0,,7.0,,,0.45,,0.29,,0.0,0.0
2322,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,La Liga,27.0,1985.0,30.2,34.0,,112.0,,,3.71,,0.25,,6.0,7.0
2323,Facundo Roncaglia,ar ARG,DF,Fiorentina,Serie A,25.0,1987.0,23.7,3.0,,9.0,,,0.38,,0.33,,0.0,0.0
2324,Wayne Rooney,eng ENG,"FW,MF",Manchester Utd,Premier League,26.0,1985.0,22.4,12.0,,44.0,,,1.97,,0.25,,1.0,2.0
2325,Javier Ros,es ESP,MF,Real Sociedad,La Liga,22.0,1990.0,0.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2326,Antonio Rosati,it ITA,GK,Napoli,Serie A,29.0,1983.0,4.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2327,Danny Rose,eng ENG,"DF,MF",Sunderland,Premier League,22.0,1990.0,24.6,1.0,,4.0,,,0.16,,0.25,,0.0,0.0
2328,Lindsay Rose,mu MRI,DF,Valenciennes,Ligue 1,20.0,1992.0,12.6,1.0,,5.0,,,0.4,,0.2,,0.0,0.0
2329,Markus Rosenberg,se SWE,FW,West Brom,Premier League,29.0,1982.0,6.2,0.0,,9.0,,,1.44,,0.0,,0.0,0.0
2330,Jan Rosenthal,de GER,"FW,MF",Freiburg,Bundesliga,26.0,1986.0,16.3,4.0,,15.0,,,0.92,,0.27,,0.0,0.0
2331,Aleandro Rosi,it ITA,"DF,MF",Parma,Serie A,25.0,1987.0,21.8,3.0,,8.0,,,0.37,,0.38,,0.0,0.0
2332,Tomáš Rosický,cz CZE,MF,Arsenal,Premier League,31.0,1980.0,6.8,2.0,,5.0,,,0.74,,0.4,,0.0,0.0
2333,Alessandro Rosina,it ITA,MF,Siena,Serie A,28.0,1984.0,24.8,5.0,,22.0,,,0.89,,0.09,,3.0,4.0
2334,Luca Rossettini,it ITA,DF,Cagliari,Serie A,27.0,1985.0,26.9,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
2335,Giuseppe Rossi,it ITA,FW,Fiorentina,Serie A,25.0,1987.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2336,Marco Rossi,it ITA,MF,Genoa,Serie A,34.0,1978.0,7.8,0.0,,1.0,,,0.13,,0.0,,0.0,0.0
2337,Jonathan Rossini,ch SUI,DF,Sampdoria,Serie A,23.0,1989.0,24.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2338,Jérôme Rothen,fr FRA,MF,Bastia,Ligue 1,34.0,1978.0,26.5,3.0,,9.0,,,0.34,,0.22,,1.0,1.0
2340,Sébastien Roudet,fr FRA,MF,Sochaux,Ligue 1,31.0,1981.0,24.6,4.0,,14.0,,,0.57,,0.29,,0.0,0.0
2341,Lucas Rougeaux,fr FRA,DF,Nice,Ligue 1,18.0,1994.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2342,Jérôme Roussillon,fr FRA,"DF,MF",Sochaux,Ligue 1,19.0,1993.0,24.4,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
2343,Wayne Routledge,eng ENG,"FW,MF",Swansea City,Premier League,27.0,1985.0,28.0,5.0,,13.0,,,0.47,,0.38,,0.0,0.0
2344,Nolan Roux,fr FRA,"FW,MF",Lille,Ligue 1,24.0,1988.0,21.0,8.0,,32.0,,,1.52,,0.25,,0.0,0.0
2345,David Rozehnal,cz CZE,DF,Lille,Ligue 1,32.0,1980.0,6.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2346,Rubén,es ESP,DF,Osasuna,La Liga,30.0,1982.0,14.7,1.0,,1.0,,,0.07,,1.0,,0.0,0.0
2347,Rubén,es ESP,GK,Rayo Vallecano,La Liga,28.0,1984.0,29.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2348,Matteo Rubin,it ITA,"DF,MF",Siena,Serie A,25.0,1987.0,23.0,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
2349,Rubinho,br BRA,GK,Juventus,Serie A,29.0,1982.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2350,Álex Rubio,es ESP,"FW,MF",Sevilla,La Liga,19.0,1993.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2351,Álvaro Rubio,es ESP,"DF,MF",Valladolid,La Liga,33.0,1979.0,31.2,0.0,,2.0,,,0.06,,0.0,,0.0,0.0
2352,John Ruddy,eng ENG,GK,Norwich City,Premier League,25.0,1986.0,14.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2353,Antonio Rüdiger,de GER,DF,Stuttgart,Bundesliga,19.0,1993.0,11.1,0.0,,2.0,,,0.18,,0.0,,0.0,0.0
2354,Artjoms Rudņevs,lv LVA,FW,Hamburger SV,Bundesliga,24.0,1988.0,26.9,12.0,,32.0,,,1.19,,0.38,,0.0,0.0
2355,Sebastian Rudy,de GER,MF,Hoffenheim,Bundesliga,22.0,1990.0,19.5,0.0,,3.0,,,0.15,,0.0,,0.0,0.0
2356,Jesús Rueda,es ESP,"DF,MF",Valladolid,La Liga,25.0,1987.0,26.8,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
2357,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,Ligue 1,25.0,1986.0,38.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2358,Bryan Ruiz,cr CRC,"FW,MF",Fulham,Premier League,26.0,1985.0,26.5,5.0,,29.0,,,1.1,,0.17,,0.0,0.0
2359,Víctor Ruiz,es ESP,"DF,MF",Valencia,La Liga,23.0,1989.0,18.2,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
2360,Antonio Rukavina,rs SRB,DF,Valladolid,La Liga,28.0,1984.0,36.8,1.0,,5.0,,,0.14,,0.2,,0.0,0.0
2361,Nikita Rukavytsya,au AUS,"FW,MF",Mainz 05,Bundesliga,25.0,1987.0,4.8,0.0,,2.0,,,0.41,,0.0,,0.0,0.0
2362,Lukas Rupp,de GER,MF,M'Gladbach,Bundesliga,21.0,1991.0,12.0,0.0,,4.0,,,0.33,,0.0,,0.0,0.0
2363,Marco Russ,de GER,"DF,MF",Eint Frankfurt,Bundesliga,26.0,1985.0,6.9,1.0,,1.0,,,0.15,,1.0,,0.0,0.0
2364,Felipe Saad,br BRA,DF,Ajaccio,Ligue 1,28.0,1983.0,10.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2366,Idriss Saadi,dz ALG,FW,Saint-Étienne,Ligue 1,20.0,1992.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2367,Julien Sablé,fr FRA,MF,Bastia,Ligue 1,31.0,1980.0,14.8,0.0,,2.0,,,0.13,,0.0,,0.0,0.0
2368,Simão Sabrosa,pt POR,MF,Espanyol,La Liga,32.0,1979.0,16.8,3.0,,6.0,,,0.36,,0.5,,0.0,0.0
2369,Hadi Sacko,ml MLI,"FW,MF",Bordeaux,Ligue 1,18.0,1994.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2370,José Saez,fr FRA,MF,Valenciennes,Ligue 1,30.0,1982.0,5.0,2.0,,3.0,,,0.61,,0.67,,0.0,0.0
2371,Yannick Sagbo,ci CIV,FW,Evian,Ligue 1,24.0,1988.0,25.7,6.0,,24.0,,,0.93,,0.17,,2.0,2.0
2372,Bacary Sagna,fr FRA,DF,Arsenal,Premier League,29.0,1983.0,24.9,0.0,,2.0,,,0.08,,0.0,,0.0,0.0
2373,Louis Saha,fr FRA,FW,Sunderland,Premier League,33.0,1978.0,2.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2374,Louis Saha,fr FRA,FW,Lazio,Serie A,33.0,1978.0,1.4,0.0,,2.0,,,1.38,,0.0,,0.0,0.0
2375,Nuri Şahin,tr TUR,MF,Liverpool,Premier League,23.0,1988.0,5.0,1.0,,1.0,,,0.2,,1.0,,0.0,0.0
2376,Nuri Şahin,tr TUR,MF,Dortmund,Bundesliga,23.0,1988.0,10.0,3.0,,4.0,,,0.4,,0.75,,0.0,0.0
2377,Jamel Saihi,tn TUN,MF,Montpellier,Ligue 1,25.0,1987.0,8.7,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
2378,Henri Saivet,sn SEN,"FW,MF",Bordeaux,Ligue 1,21.0,1990.0,24.2,8.0,,23.0,,,0.95,,0.35,,0.0,1.0
2379,Gōtoku Sakai,jp JPN,"DF,MF",Stuttgart,Bundesliga,21.0,1991.0,26.7,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
2380,Hiroki Sakai,jp JPN,"DF,MF",Hannover 96,Bundesliga,22.0,1990.0,7.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2381,Mamadou Sakho,fr FRA,DF,Paris S-G,Ligue 1,22.0,1990.0,23.8,1.0,,3.0,,,0.13,,0.33,,0.0,0.0
2382,Bakary Sako,ml MLI,"FW,MF",Saint-Étienne,Ligue 1,24.0,1988.0,1.5,0.0,,1.0,,,0.68,,0.0,,0.0,0.0
2383,Jacopo Sala,it ITA,"DF,FW",Hamburger SV,Bundesliga,20.0,1991.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2384,Amidu Salifu,gh GHA,MF,Catania,Serie A,19.0,1992.0,3.3,0.0,,1.0,,,0.31,,0.0,,0.0,0.0
2385,Sejad Salihović,ba BIH,"DF,MF",Hoffenheim,Bundesliga,27.0,1984.0,14.1,7.0,,16.0,,,1.13,,0.19,,4.0,4.0
2386,Benedikt Saller,de GER,"DF,MF",Mainz 05,Bundesliga,19.0,1992.0,0.2,0.0,,,,,,,,,0.0,
2387,Diogo Salomão,pt POR,"FW,MF",La Coruña,La Liga,23.0,1988.0,5.0,2.0,,5.0,,,1.01,,0.4,,0.0,0.0
2388,Sidney Sam,de GER,"FW,MF",Leverkusen,Bundesliga,24.0,1988.0,10.6,5.0,,10.0,,,0.95,,0.5,,0.0,1.0
2389,Mamadou Samassa,ml MLI,FW,Chievo,Serie A,26.0,1986.0,2.7,0.0,,1.0,,,0.37,,0.0,,0.0,0.0
2390,Mamadou Samassa,ml MLI,FW,Valenciennes,Ligue 1,26.0,1986.0,2.1,1.0,,2.0,,,0.95,,0.5,,0.0,0.0
2392,Christopher Samba,cg CGO,DF,QPR,Premier League,28.0,1984.0,10.0,0.0,,7.0,,,0.7,,0.0,,0.0,0.0
2393,Joël Sami,cd COD,DF,Nancy,Ligue 1,27.0,1984.0,24.8,0.0,,3.0,,,0.12,,0.0,,0.0,0.0
2394,Frédéric Sammaritano,fr FRA,"FW,MF",Ajaccio,Ligue 1,26.0,1986.0,9.8,1.0,,6.0,,,0.61,,0.17,,0.0,0.0
2395,Mario Sampirisi,it ITA,"DF,MF",Genoa,Serie A,19.0,1992.0,14.4,0.0,,1.0,,,0.07,,0.0,,0.0,0.0
2396,Mario Sampirisi,it ITA,"DF,MF",Chievo,Serie A,19.0,1992.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2397,Dominic Samuel,eng ENG,FW,Reading,Premier League,18.0,1994.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2398,Walter Samuel,ar ARG,DF,Inter,Serie A,34.0,1978.0,15.2,1.0,,3.0,,,0.2,,0.33,,0.0,0.0
2399,Mikel San José,es ESP,"DF,MF",Athletic Club,La Liga,23.0,1989.0,24.9,5.0,,15.0,,,0.6,,0.33,,0.0,0.0
2400,Alexis Sánchez,cl CHI,"FW,MF",Barcelona,La Liga,23.0,1988.0,19.0,8.0,,25.0,,,1.32,,0.32,,0.0,0.0
2401,Carlos Sánchez,co COL,"DF,MF",Valenciennes,Ligue 1,26.0,1986.0,25.4,2.0,,6.0,,,0.24,,0.33,,0.0,0.0
2402,Sergio Sánchez,es ESP,DF,Málaga,La Liga,26.0,1986.0,14.8,0.0,,3.0,,,0.2,,0.0,,0.0,0.0
2403,Víctor Sánchez,es ESP,"DF,MF",Espanyol,La Liga,24.0,1987.0,30.3,1.0,,7.0,,,0.23,,0.14,,0.0,0.0
2404,Sandro,br BRA,MF,Tottenham,Premier League,23.0,1989.0,19.7,1.0,,5.0,,,0.25,,0.2,,0.0,0.0
2405,Abdoulaye Sané,sn SEN,FW,Rennes,Ligue 1,19.0,1992.0,2.5,0.0,,1.0,,,0.4,,0.0,,0.0,0.0
2406,Lamine Sané,sn SEN,"DF,MF",Bordeaux,Ligue 1,25.0,1987.0,32.7,1.0,,5.0,,,0.15,,0.2,,0.0,0.0
2407,Salif Sané,sn SEN,"DF,MF",Nancy,Ligue 1,21.0,1990.0,34.0,3.0,,8.0,,,0.24,,0.38,,0.0,0.0
2408,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,La Liga,26.0,1986.0,25.7,0.0,,8.0,,,0.31,,0.0,,0.0,0.0
2409,Younousse Sankharé,sn SEN,MF,Valenciennes,Ligue 1,22.0,1989.0,10.9,0.0,,3.0,,,0.27,,0.0,,0.0,0.0
2410,Gibril Sankoh,sl SLE,DF,Augsburg,Bundesliga,29.0,1983.0,10.0,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
2411,Matthieu Sans,fr FRA,DF,Bastia,Ligue 1,24.0,1988.0,2.7,0.0,,1.0,,,0.36,,0.0,,0.0,0.0
2412,Giulio Sanseverino,it ITA,MF,Palermo,Serie A,18.0,1994.0,1.9,0.0,,1.0,,,0.53,,0.0,,0.0,0.0
2413,Gianluca Sansone,it ITA,FW,Torino,Serie A,25.0,1987.0,5.7,1.0,,7.0,,,1.22,,0.14,,0.0,0.0
2414,Gianluca Sansone,it ITA,FW,Sampdoria,Serie A,25.0,1987.0,7.6,2.0,,11.0,,,1.44,,0.18,,0.0,0.0
2415,Nicola Sansone,it ITA,"FW,MF",Parma,Serie A,20.0,1991.0,17.4,6.0,,15.0,,,0.86,,0.4,,0.0,0.0
2416,Roque Santa Cruz,py PAR,FW,Málaga,La Liga,30.0,1981.0,18.0,9.0,,20.0,,,1.11,,0.45,,0.0,0.0
2418,Fabiano Santacroce,it ITA,DF,Parma,Serie A,25.0,1986.0,4.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2419,Felipe Santana,br BRA,DF,Dortmund,Bundesliga,26.0,1986.0,16.2,1.0,,3.0,,,0.19,,0.33,,0.0,0.0
2420,Mario Santana,ar ARG,MF,Torino,Serie A,30.0,1981.0,19.5,4.0,,17.0,,,0.87,,0.24,,0.0,0.0
2421,Ivan Santini,hr CRO,FW,Freiburg,Bundesliga,23.0,1989.0,4.3,1.0,,2.0,,,0.47,,0.5,,0.0,0.0
2422,Davide Santon,it ITA,DF,Newcastle Utd,Premier League,21.0,1991.0,29.3,1.0,,11.0,,,0.38,,0.09,,0.0,0.0
2423,André Santos,br BRA,"DF,MF",Arsenal,Premier League,29.0,1983.0,4.4,0.0,,1.0,,,0.23,,0.0,,0.0,0.0
2424,André Santos,pt POR,MF,La Coruña,La Liga,23.0,1989.0,3.8,0.0,,0.0,,,0.0,,,,0.0,0.0
2425,Cristian Săpunaru,ro ROU,DF,Zaragoza,La Liga,28.0,1984.0,28.3,2.0,,6.0,,,0.21,,0.33,,0.0,0.0
2426,Pablo Sarabia,es ESP,"FW,MF",Getafe,La Liga,20.0,1992.0,4.8,1.0,,6.0,,,1.25,,0.17,,0.0,0.0
2427,Sercan Sararer,tr TUR,"FW,MF",Greuther Fürth,Bundesliga,22.0,1989.0,19.8,1.0,,15.0,,,0.76,,0.07,,0.0,0.0
2428,Gennaro Sardo,it ITA,DF,Chievo,Serie A,33.0,1979.0,17.3,0.0,,4.0,,,0.23,,0.0,,0.0,0.0
2429,Lluís Sastre,es ESP,MF,Valladolid,La Liga,26.0,1986.0,15.5,1.0,,5.0,,,0.32,,0.2,,0.0,0.0
2430,Marco Sau,it ITA,"FW,MF",Cagliari,Serie A,24.0,1987.0,21.7,12.0,,29.0,,,1.34,,0.38,,1.0,1.0
2431,David Sauget,fr FRA,DF,Sochaux,Ligue 1,32.0,1979.0,17.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2432,Matthieu Saunier,fr FRA,DF,Troyes,Ligue 1,22.0,1990.0,13.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2433,Anđelko Savić,ch SUI,FW,Sampdoria,Serie A,19.0,1993.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2434,Stefan Savić,me MNE,"DF,MF",Fiorentina,Serie A,21.0,1991.0,24.6,2.0,,3.0,,,0.12,,0.67,,0.0,0.0
2435,Javier Saviola,ar ARG,FW,Málaga,La Liga,30.0,1981.0,17.1,8.0,,14.0,,,0.82,,0.57,,0.0,0.0
2436,Lionel Scaloni,ar ARG,"DF,MF",Lazio,Serie A,34.0,1978.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2437,Lionel Scaloni,ar ARG,"DF,MF",Atalanta,Serie A,34.0,1978.0,5.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2438,Marcel Schäfer,de GER,"DF,MF",Wolfsburg,Bundesliga,28.0,1984.0,22.2,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
2439,Raphael Schäfer,de GER,GK,Nürnberg,Bundesliga,33.0,1979.0,30.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2440,Dani Schahin,de GER,FW,Düsseldorf,Bundesliga,23.0,1989.0,19.6,8.0,,22.0,,,1.12,,0.32,,1.0,2.0
2441,Paul Scharner,at AUT,"DF,MF",Wigan Athletic,Premier League,32.0,1980.0,14.0,0.0,,3.0,,,0.21,,0.0,,0.0,0.0
2442,Paul Scharner,at AUT,"DF,MF",Hamburger SV,Bundesliga,32.0,1980.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2444,Ezequiel Schelotto,it ITA,"DF,MF",Atalanta,Serie A,23.0,1989.0,12.1,0.0,,4.0,,,0.33,,0.0,,0.0,0.0
2445,Ezequiel Schelotto,it ITA,"DF,MF",Inter,Serie A,23.0,1989.0,5.8,1.0,,7.0,,,1.21,,0.14,,0.0,0.0
2446,Julian Schieber,de GER,FW,Dortmund,Bundesliga,23.0,1989.0,8.9,3.0,,13.0,,,1.46,,0.23,,0.0,0.0
2447,Sven Schipplock,de GER,FW,Hoffenheim,Bundesliga,23.0,1988.0,6.3,5.0,,11.0,,,1.75,,0.45,,0.0,0.0
2448,Jan Schlaudraff,de GER,"FW,MF",Hannover 96,Bundesliga,29.0,1983.0,20.5,2.0,,7.0,,,0.34,,0.14,,1.0,1.0
2449,Marcel Schmelzer,de GER,DF,Dortmund,Bundesliga,24.0,1988.0,27.6,0.0,,6.0,,,0.22,,0.0,,0.0,0.0
2450,Jonathan Schmid,fr FRA,"DF,MF",Freiburg,Bundesliga,22.0,1990.0,32.2,11.0,,26.0,,,0.81,,0.42,,0.0,0.0
2451,Heinrich Schmidtgal,kz KAZ,"DF,MF",Greuther Fürth,Bundesliga,26.0,1985.0,16.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2452,Manuel Schmiedebach,de GER,MF,Hannover 96,Bundesliga,23.0,1988.0,15.6,0.0,,2.0,,,0.13,,0.0,,0.0,0.0
2453,Lukas Schmitz,de GER,"DF,MF",Werder Bremen,Bundesliga,23.0,1988.0,19.6,0.0,,4.0,,,0.2,,0.0,,0.0,0.0
2454,Morgan Schneiderlin,fr FRA,MF,Southampton,Premier League,22.0,1989.0,35.6,5.0,,11.0,,,0.31,,0.45,,0.0,0.0
2455,Paul Scholes,eng ENG,MF,Manchester Utd,Premier League,37.0,1974.0,8.6,1.0,,5.0,,,0.58,,0.2,,0.0,0.0
2456,Patrick Schorr,de GER,"DF,MF",Hoffenheim,Bundesliga,17.0,1994.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2457,Stephan Schröck,ph PHI,"DF,MF",Hoffenheim,Bundesliga,25.0,1986.0,5.4,0.0,,1.0,,,0.19,,0.0,,0.0,0.0
2458,Christian Schulz,de GER,"DF,MF",Hannover 96,Bundesliga,29.0,1983.0,17.8,1.0,,2.0,,,0.11,,0.5,,0.0,0.0
2459,André Schürrle,de GER,"FW,MF",Leverkusen,Bundesliga,21.0,1990.0,31.2,11.0,,53.0,,,1.7,,0.21,,0.0,1.0
2460,Julian Schuster,de GER,MF,Freiburg,Bundesliga,27.0,1985.0,29.8,1.0,,18.0,,,0.6,,0.06,,0.0,0.0
2461,Daniel Schwaab,de GER,DF,Leverkusen,Bundesliga,23.0,1988.0,8.9,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
2462,Mark Schwarzer,au AUS,GK,Fulham,Premier League,39.0,1972.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2463,Pirmin Schwegler,ch SUI,MF,Eint Frankfurt,Bundesliga,25.0,1987.0,24.5,2.0,,4.0,,,0.16,,0.5,,0.0,0.0
2464,Bastian Schweinsteiger,de GER,"DF,MF",Bayern Munich,Bundesliga,27.0,1984.0,26.1,7.0,,21.0,,,0.8,,0.33,,0.0,0.0
2465,Fabio Sciacca,it ITA,MF,Catania,Serie A,23.0,1989.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2466,Matteo Scozzarella,it ITA,MF,Atalanta,Serie A,24.0,1988.0,0.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2467,Giuseppe Sculli,it ITA,"FW,MF",Pescara,Serie A,31.0,1981.0,7.4,1.0,,5.0,,,0.67,,0.2,,0.0,0.0
2468,Haris Seferović,ch SUI,FW,Fiorentina,Serie A,20.0,1992.0,2.1,0.0,,1.0,,,0.48,,0.0,,0.0,0.0
2470,Khalid Sekkat,ma MAR,"DF,MF",Reims,Ligue 1,28.0,1984.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2471,Philippe Senderos,ch SUI,DF,Fulham,Premier League,27.0,1985.0,18.7,0.0,,2.0,,,0.11,,0.0,,0.0,0.0
2472,Henrique Sereno,pt POR,DF,Valladolid,La Liga,27.0,1985.0,18.6,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
2473,Sergio,es ESP,MF,Betis,La Liga,19.0,1992.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2474,Grégory Sertic,fr FRA,MF,Bordeaux,Ligue 1,22.0,1989.0,18.4,0.0,,14.0,,,0.76,,0.0,,0.0,0.0
2475,Stéphane Sessègnon,bj BEN,"FW,MF",Sunderland,Premier League,28.0,1984.0,32.1,7.0,,25.0,,,0.78,,0.28,,0.0,0.0
2476,Alessio Sestu,it ITA,MF,Siena,Serie A,28.0,1983.0,15.3,1.0,,13.0,,,0.85,,0.08,,0.0,0.0
2477,Salva Sevilla,es ESP,MF,Betis,La Liga,28.0,1984.0,12.0,2.0,,8.0,,,0.67,,0.25,,0.0,0.0
2478,Felipe Seymour,cl CHI,MF,Genoa,Serie A,25.0,1987.0,8.5,0.0,,2.0,,,0.23,,0.0,,0.0,0.0
2479,Felipe Seymour,cl CHI,MF,Chievo,Serie A,25.0,1987.0,4.0,0.0,,2.0,,,0.5,,0.0,,0.0,0.0
2480,Ferdinando Sforzini,it ITA,FW,Pescara,Serie A,27.0,1984.0,8.9,0.0,,3.0,,,0.34,,0.0,,0.0,0.0
2481,Alessandro Sgrigna,it ITA,"FW,MF",Torino,Serie A,32.0,1980.0,6.2,1.0,,7.0,,,1.13,,0.14,,0.0,0.0
2482,Stephan El Shaarawy,it ITA,"FW,MF",Milan,Serie A,19.0,1992.0,31.4,16.0,,50.0,,,1.59,,0.32,,0.0,0.0
2483,Xherdan Shaqiri,ch SUI,"FW,MF",Bayern Munich,Bundesliga,20.0,1991.0,15.3,4.0,,13.0,,,0.85,,0.31,,0.0,0.0
2484,Billy Sharp,eng ENG,FW,Southampton,Premier League,26.0,1986.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2485,Luke Shaw,eng ENG,"DF,MF",Southampton,Premier League,17.0,1995.0,21.6,0.0,,3.0,,,0.14,,0.0,,0.0,0.0
2486,Ryan Shawcross,eng ENG,DF,Stoke City,Premier League,24.0,1987.0,37.0,1.0,,4.0,,,0.11,,0.25,,0.0,0.0
2487,Brek Shea,us USA,"DF,FW",Stoke City,Premier League,22.0,1990.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
